schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source
111727,2.0,Städt. Kath. Grundschule,Neufelder Str.,,"Köln, KG Neufelder Str.",3.0,51067,Köln,Neufelder Str. 2-4,221.0,96500100.0,221.0,965001013.0,111727@schule.nrw.de,http://www.kgs-neufelder-strasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,363401.0,5648297.0,,50.970057,7.054477,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Neufelder Str.,22196500100.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,31,10.3,0,3,28,14,2,16,205,"2024,2023,2022",Unfallatlas
111739,2.0,Städt. Kath. Grundschule,Olpener Str.,,"Köln, KG Olpener Str.",3.0,51109,Köln,Olpener Str. 930,221.0,33773790.0,221.0,337737919.0,111739@schule.nrw.de,https://www.kgs-olpener-strasse-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,365016.0,5645480.0,,50.94512,7.07851,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Olpener Str.,22133773790.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,32,10.7,0,2,30,18,6,21,59,"2024,2023,2022",Unfallatlas
111740,2.0,Städt. Kath. Grundschule,Osterather Str.,,"Köln, KG Osterather Str.",3.0,50739,Köln,Osterather Str. 13,221.0,172900.0,221.0,1701665.0,111740@schule.nrw.de,http://www.kgs-osterather-strasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,355188.0,5647266.0,,50.958785,6.937992,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Osterather Str.,221172900.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,58,19.3,0,10,48,36,12,34,40,"2024,2023,2022",Unfallatlas
111752,2.0,Stadt Köln,Paul-Klee-Schule,Gemeinschaftsgrundschule,"Köln, GG Paul-Klee-Schule",3.0,50823,Köln,Ottostr. 76,221.0,22131062.0,221.0,22131066.0,111752@schule.nrw.de,http://www.paulkleeschule-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354503.0,5647082.0,,50.956959,6.928318,Grundschule,Öffentlich,Köln,Stadt Köln Paul-Klee-Schule Gemeinschaftsgrundschule,22122131062.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,92,30.7,0,9,83,48,14,60,54,"2024,2023,2022",Unfallatlas
111776,2.0,Städt. Kath. Grundschule,Zehnthofstr.,,"Köln, KG Zehnthofstrasse",3.0,51107,Köln,Zehnthofstr. 22-24,221.0,35589710.0,221.0,355897124.0,111776@schule.nrw.de,http://www.kgs-zehnthofstrasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,362421.0,5643991.0,,50.931124,7.042155,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Zehnthofstr.,22135589710.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,64,21.3,0,10,54,15,20,39,153,"2024,2023,2022",Unfallatlas
111788,2.0,Katholische Grundschule Dellbrück,der Stadt Köln,- Primarstufe -,"Köln, KG Dellbrück",3.0,51069,Köln,Thurner Str. 23,221.0,9659611.0,221.0,9659620.0,111788@schule.nrw.de,http://www.kgs-dellbrueck.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,365017.0,5648834.0,,50.975264,7.07728,Grundschule,Öffentlich,Köln,Katholische Grundschule Dellbrück der Stadt Köln - Primarstufe -,2219659611.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,27,9.0,0,1,26,12,9,20,170,"2024,2023,2022",Unfallatlas
111790,2.0,Städt. Gem. Grundschule,Langemaß,,"Köln, GG Langemaß",3.0,51063,Köln,Langemaß 21,221.0,3377530.0,221.0,623734.0,111790@schule.nrw.de,http://www.kgs-langemass.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,360182.0,5648287.0,,50.969195,7.008663,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Langemaß,2213377530.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,116,38.7,0,13,103,43,19,59,102,"2024,2023,2022",Unfallatlas
111806,2.0,Städt. Kath. Grundschule,Trierer Str.,,"Köln, KG Trierer Straße",3.0,50676,Köln,Trierer Str. 8,221.0,35580170.0,221.0,355801727.0,111806@schule.nrw.de,,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,355699.0,5643807.0,,50.927828,6.946633,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Trierer Str.,22135580170.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,142,47.3,1,18,123,76,24,84,44,"2024,2023,2022",Unfallatlas
111820,2.0,Kardinal-Frings-Schule,Städt. Kath. Grundschule,,"Köln, KG (Verb.) Kardinal-Frings-Schule",3.0,50829,Köln,Vogelsanger Str. 453,221.0,355012610.0,221.0,355012615.0,111820@schule.nrw.de,http://kardinal-frings-schule.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,351117.0,5647019.0,,50.955528,6.880167,Grundschule,Öffentlich,Köln,Kardinal-Frings-Schule Städt. Kath. Grundschule,221355012610.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,8,2.7,0,0,8,3,0,8,76,"2024,2023,2022",Unfallatlas
111831,2.0,Städt. Gemeinschaftsgrundschule,- Primarstufe -,,"Köln, GG Volberger Weg",3.0,51107,Köln,Volberger Weg 17,221.0,356506233.0,221.0,356506255.0,111831@schule.nrw.de,http://www.ggs-volbergerweg.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,365768.0,5643240.0,,50.925163,7.090033,Grundschule,Öffentlich,Köln,Städt. Gemeinschaftsgrundschule - Primarstufe -,221356506233.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,17,5.7,0,5,12,10,4,8,154,"2024,2023,2022",Unfallatlas
111879,2.0,Peter-Lustig-Schule,Städt. Gem. Grundschule,,"Köln, GG Peter-Lustig-Schule",3.0,50827,Köln,Wilhelm-Schreiber-Str. 56,221.0,22252550.0,221.0,222525521.0,111879@schule.nrw.de,http://peter-lustig-schule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352578.0,5648703.0,,50.971037,6.900272,Grundschule,Öffentlich,Köln,Peter-Lustig-Schule Städt. Gem. Grundschule,22122252550.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,17,5.7,0,3,14,9,2,14,118,"2024,2023,2022",Unfallatlas
111880,2.0,Städt. Kath. Grundschule,Zugweg,,"Köln, KG Zugweg",3.0,50677,Köln,Zugweg 42-44,221.0,35501340.0,221.0,355013430.0,111880@schule.nrw.de,http://www.kgszugweg.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356419.0,5642717.0,,50.918212,6.957301,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Zugweg,22135501340.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,127,42.3,0,7,120,84,23,73,70,"2024,2023,2022",Unfallatlas
111909,2.0,Städt. Gem. Grundschule,Balthasarstr.,,"Köln, GG Balthasarstr.",3.0,50670,Köln,Balthasarstr. 87,221.0,35589740.0,221.0,355897418.0,111909@schule.nrw.de,http://www.ggsbalthasar.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356732.0,5646575.0,,50.952962,6.960234,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Balthasarstr.,22135589740.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,90,30.0,1,17,72,52,18,53,97,"2024,2023,2022",Unfallatlas
111910,2.0,Städt. Gem. Grundschule,Ernstbergstr.,,"Köln, GG Ernstbergstr.",3.0,50765,Köln,Ernstbergstr. 2,221.0,2228800.0,221.0,22288024.0,111910@schule.nrw.de,http://www.ggs-ernstbergstrasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,351590.0,5656412.0,,51.040059,6.883058,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Ernstbergstr.,2212228800.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,5,1.7,0,0,5,1,0,2,197,"2024,2023,2022",Unfallatlas
111922,2.0,Städt. Gem. Grundschule,Bachemer Str.,,"Köln, GG Bachemer Str.",3.0,50931,Köln,Bachemer Str. 69,221.0,22251910.0,221.0,222519191.0,111922@schule.nrw.de,https://www.ggsbachemer.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353740.0,5643983.0,,50.928917,6.918706,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Bachemer Str.,22122251910.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,86,28.7,0,11,75,61,14,56,48,"2024,2023,2022",Unfallatlas
111934,2.0,Städt. Kath. Grundschule,Berrenrather Str.,,"Köln, KG Berrenrather Straße",3.0,50937,Köln,Berrenrather Str. 179,221.0,99225940.0,221.0,992259420.0,111934@schule.nrw.de,http://www.kgsberrenratherstrasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354315.0,5642954.0,,50.919815,6.927294,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Berrenrather Str.,22199225940.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,177,59.0,0,23,154,110,30,115,11,"2024,2023,2022",Unfallatlas
111946,2.0,Sankt-Nikolaus-Schule,Städt. Gemeinschaftsgrundschule,- Primarstufe -,"Köln, GG Sankt-Nikolaus-Schule",3.0,50969,Köln,Bernkasteler Str. 9,221.0,35501560.0,221.0,355015610.0,111946@schule.nrw.de,http://www.sanktnikolausschule-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,355090.0,5641611.0,,50.907941,6.938846,Grundschule,Öffentlich,Köln,Sankt-Nikolaus-Schule Städt. Gemeinschaftsgrundschule - Primarstufe -,22135501560.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,89,29.7,0,12,77,52,10,50,162,"2024,2023,2022",Unfallatlas
111958,2.0,Nikolaus-Groß-Schule,Kath. Grundschule,- Primarstufe -,"Köln, KG Nikolaus-Groß-Schule",3.0,50670,Köln,Bernhard-Letterhaus-Str. 17,221.0,35589750.0,221.0,355897528.0,111958@schule.nrw.de,http://www.nikolaus-gross-schule.koeln,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356169.0,5646835.0,,50.955158,6.952121,Grundschule,Öffentlich,Köln,Nikolaus-Groß-Schule Kath. Grundschule - Primarstufe -,22135589750.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,133,44.3,1,16,116,78,12,79,66,"2024,2023,2022",Unfallatlas
111971,2.0,St. Martin-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Köln, KG St. Martin-Schule",3.0,50769,Köln,Balsaminenweg 52,221.0,71663410.0,221.0,716634122.0,111971@schule.nrw.de,http://www.st-martin-schule-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353720.0,5653862.0,,51.01769,6.914448,Grundschule,Öffentlich,Köln,St. Martin-Schule Städt. Kath. Grundschule - Primarstufe -,22171663410.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,14,4.7,1,0,13,5,3,10,213,"2024,2023,2022",Unfallatlas
111983,2.0,Berthold-Otto-Schule,Städt. Gemeinschaftsgrundschule,Primarstufe,"Köln, GG Berthold-Otto-Schule",3.0,51067,Köln,Buschfeldstr. 46,221.0,93889970.0,221.0,938899720.0,111983@schule.nrw.de,http://www.buschfeld-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,362387.0,5648409.0,,50.970822,7.040002,Grundschule,Öffentlich,Köln,Berthold-Otto-Schule Städt. Gemeinschaftsgrundschule Primarstufe,22193889970.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,58,19.3,0,7,51,19,14,45,108,"2024,2023,2022",Unfallatlas
111995,2.0,Astrid-Lindgren-Schule,Städt. Gem. Grundschule,,"Köln, GG Astrid-Lindgren",3.0,50825,Köln,Borsigstr. 13,221.0,25081640.0,221.0,250816428.0,111995@schule.nrw.de,http://www.astrid-lindgren-schule-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352988.0,5647133.0,,50.957033,6.906742,Grundschule,Öffentlich,Köln,Astrid-Lindgren-Schule Städt. Gem. Grundschule,22125081640.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,116,38.7,0,14,102,72,14,62,114,"2024,2023,2022",Unfallatlas
112008,2.0,Städt. Gem. Grundschule,Steinbergerstr.,,"Köln, GG Steinbergerstr.",3.0,50733,Köln,Steinbergerstr. 40,221.0,33751640.0,221.0,337516420.0,112008@schule.nrw.de,https://www.ggsssteinbergerstrasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356086.0,5647557.0,,50.961626,6.950655,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Steinbergerstr.,22133751640.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,92,30.7,0,15,77,59,21,55,80,"2024,2023,2022",Unfallatlas
112010,2.0,Städt. Gem. Grundschule,Freiligrathstr.,,"Köln, GG Freiligrathstr.",3.0,50935,Köln,Freiligrathstr. 60,221.0,337300823.0,221.0,337300825.0,112010@schule.nrw.de,https://www.ggs-freiligrathstr.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352580.0,5643309.0,,50.922564,6.902484,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Freiligrathstr.,221337300823.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,45,15.0,0,6,39,26,3,28,75,"2024,2023,2022",Unfallatlas
112021,2.0,Städt. Gem. Grundschule,Erlenweg,,"Köln, GG Erlenweg",3.0,50827,Köln,Erlenweg 16,221.0,35533950.0,221.0,355339540.0,112021@schule.nrw.de,http://www.ggs-erlenweg.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352106.0,5648016.0,,50.964743,6.893833,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Erlenweg,22135533950.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,30,10.0,0,4,26,16,4,19,92,"2024,2023,2022",Unfallatlas
112033,2.0,Städt. Gem. Grundschule,Diesterwegstr.,,"Köln, GG Diesterwegstr.",3.0,51109,Köln,Diesterwegstr. 69,221.0,35650670.0,221.0,356506755.0,112033@schule.nrw.de,http://ggs-brueck.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,364866.0,5645759.0,,50.947592,7.076272,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Diesterwegstr.,22135650670.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,33,11.0,0,2,31,16,5,21,241,"2024,2023,2022",Unfallatlas
112045,2.0,Maria-Sybilla-Merian-Schule,Städt. Gem. Grundschule,,"Köln, GG Maria-Sybilla-Merian-Schule",3.0,50968,Köln,Cäsarstr. 21,221.0,222101422.0,221.0,222101429.0,112045@schule.nrw.de,http://www.ggs-caesarstrasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,357046.0,5641497.0,,50.907404,6.966693,Grundschule,Öffentlich,Köln,Maria-Sybilla-Merian-Schule Städt. Gem. Grundschule,221222101422.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,70,23.3,0,10,60,35,10,50,141,"2024,2023,2022",Unfallatlas
112057,2.0,Städt. Kath. Grundschule,Baadenberger Str.,,"Köln, KG Baadenberger Str.",3.0,50825,Köln,Baadenberger Str. 111,221.0,9556970.0,221.0,95569740.0,112057@schule.nrw.de,http://kgs-baadenbergerstrasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353849.0,5647926.0,,50.964379,6.918674,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Baadenberger Str.,2219556970.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,55,18.3,1,13,41,23,4,28,48,"2024,2023,2022",Unfallatlas
112082,2.0,Städt. Kath. Grundschule,Andreas-Hermes-Str.,,"Köln, KG Andreas-Hermes-Str.",3.0,51109,Köln,Andreas-Hermes-Str. 2-4,221.0,35650640.0,221.0,356506455.0,112082@schule.nrw.de,http://www.kgs-andreas-hermes-strasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,363810.0,5644693.0,,50.937763,7.061647,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Andreas-Hermes-Str.,22135650640.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,9,3.0,0,1,8,4,1,6,199,"2024,2023,2022",Unfallatlas
112094,2.0,Städt. Kath. Grundschule,An den Kaulen,,"Köln, KG An den Kaulen",3.0,50769,Köln,An den Kaulen 62-64,221.0,35582140.0,221.0,35582143.0,112094@schule.nrw.de,http://www.kgsworringen.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,349902.0,5659586.0,,51.068143,6.857682,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule An den Kaulen,22135582140.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,19,6.3,0,4,15,8,6,14,39,"2024,2023,2022",Unfallatlas
112100,2.0,Städt. Gem. Grundschule,Annastraße,,"Köln, GG Annastraße",3.0,50968,Köln,Annastr. 63,221.0,28556980.0,221.0,285569840.0,112100@schule.nrw.de,http://www.ggs-annastrasse-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356525.0,5641203.0,,50.904632,6.959403,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Annastraße,22128556980.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,67,22.3,0,8,59,28,6,50,90,"2024,2023,2022",Unfallatlas
112112,2.0,Städt. Gem. Grundschule,Antwerpener Str.,,"Köln, GG Antwerpener Str.",3.0,50672,Köln,Kreutzerstr. 16,221.0,35584910.0,,,112112@schule.nrw.de,http://www.grundschule-antwerpener.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354452.0,5645589.0,,50.943529,6.92819,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Antwerpener Str.,22135584910.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,156,52.0,0,27,129,95,13,94,61,"2024,2023,2022",Unfallatlas
112124,2.0,Städt. Gem. Grundschule,An St. Theresia,,"Köln, GG An St. Theresia",3.0,51067,Köln,An St. Theresia 1,221.0,222100210.0,221.0,222100211.0,112124@schule.nrw.de,http://www.ggstheresia-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,361238.0,5647677.0,,50.963968,7.023926,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule An St. Theresia,221222100210.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,41,13.7,0,6,35,19,3,21,138,"2024,2023,2022",Unfallatlas
112136,2.0,Städt. Kath. Grundschule,Am Portzenacker,- Primarstufe -,"Köln, KG Am Portzenacker",3.0,51069,Köln,Am Portzenacker 1b,221.0,82337510.0,221.0,823375113.0,112136@schule.nrw.de,http://www.kgs-am-portzenacker-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,361701.0,5651801.0,,51.001142,7.028946,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Am Portzenacker - Primarstufe -,22182337510.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,20,6.7,1,4,15,4,1,12,170,"2024,2023,2022",Unfallatlas
112148,2.0,Janusz-Korczak-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Köln, KG Janusz-Korczak",3.0,51105,Köln,Am Altenberger Kreuz 14,221.0,93830040.0,221.0,88827419.0,112148@schule.nrw.de,http://www.kgs-janusz-korczak.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,358682.0,5642735.0,,50.918933,6.989468,Grundschule,Öffentlich,Köln,Janusz-Korczak-Schule Städt. Kath. Grundschule - Primarstufe -,22193830040.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,42,14.0,0,9,33,24,8,21,93,"2024,2023,2022",Unfallatlas
112150,2.0,Lukas-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Köln, KG Lukas-Schule",3.0,50739,Köln,Alzeyer Str. 12,221.0,28500680.0,221.0,285006815.0,112150@schule.nrw.de,http://www.kgs-lukasschule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354541.0,5648612.0,,50.970719,6.928247,Grundschule,Öffentlich,Köln,Lukas-Schule Städt. Kath. Grundschule - Primarstufe -,22128500680.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,25,8.3,0,4,21,11,6,17,138,"2024,2023,2022",Unfallatlas
112173,2.0,Sankt-Mauritius-Schule,Städt. Kath. Grundschule,,"Köln, KG Sankt-Mauritius",3.0,51065,Köln,Alte Wipperfürther Str. 49-51,221.0,35580050.0,221.0,355800529.0,112173@schule.nrw.de,http://st-mauritiusschule.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,360680.0,5646826.0,,50.956185,7.016311,Grundschule,Öffentlich,Köln,Sankt-Mauritius-Schule Städt. Kath. Grundschule,22135580050.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,72,24.0,0,8,64,29,16,47,61,"2024,2023,2022",Unfallatlas
112197,2.0,Städt. Gem. Grundschule,Kopernikusstr.,,"Köln, GG Kopernikusstr.",3.0,51065,Köln,Kopernikusstr. 40-42,221.0,35570060.0,221.0,355700625.0,112197@schule.nrw.de,http://ggskopernikus-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,360173.0,5646120.0,,50.949717,7.009368,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Kopernikusstr.,22135570060.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,95,31.7,0,8,87,28,13,55,218,"2024,2023,2022",Unfallatlas
112203,2.0,Grüneberg-Schule,der Stadt Köln,Gemeinschaftsgrundschule-Primarstufe,"Köln, GG Grüneberg-Schule",3.0,51103,Köln,Kapitelstr. 24-26,221.0,99222020.0,221.0,992220248.0,112203@schule.nrw.de,https://www.grueneberg-schule.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,359797.0,5645077.0,,50.940253,7.00442,Grundschule,Öffentlich,Köln,Grüneberg-Schule der Stadt Köln Gemeinschaftsgrundschule-Primarstufe,22199222020.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,197,65.7,0,20,177,94,54,103,113,"2024,2023,2022",Unfallatlas
112239,2.0,Städt. Gem. Grundschule,Alzeyer Str.,,"Köln, GG Alzeyer Str.",3.0,50739,Köln,Alzeyer Str. 12,221.0,285006920.0,221.0,285006925.0,112239@schule.nrw.de,http://www.ggs-alzeyer.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354541.0,5648612.0,,50.970719,6.928247,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Alzeyer Str.,221285006920.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,25,8.3,0,4,21,11,6,17,138,"2024,2023,2022",Unfallatlas
112240,2.0,Städt. Gem. Grundschule,Alte Wipperführter Str.,,"Köln, GG Alte WipperfürtherStr.",3.0,51065,Köln,Alte Wipperfürther Str. 49,221.0,35661160.0,221.0,356611619.0,112240@schule.nrw.de,http://www.ggs-ahlwipp.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,360680.0,5646826.0,,50.956185,7.016311,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Alte Wipperführter Str.,22135661160.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,72,24.0,0,8,64,29,16,47,61,"2024,2023,2022",Unfallatlas
112252,2.0,James-Krüss-Grundschule,Städt. Gem. Grundschule,- Primarstufe -,"Köln, GG James-Krüss",3.0,51107,Köln,Zehnthofstr. 22-24,221.0,35589690.0,221.0,355896923.0,112252@schule.nrw.de,http://www.james-kruess-grundschule-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,362421.0,5643991.0,,50.931124,7.042155,Grundschule,Öffentlich,Köln,James-Krüss-Grundschule Städt. Gem. Grundschule - Primarstufe -,22135589690.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,64,21.3,0,10,54,15,20,39,153,"2024,2023,2022",Unfallatlas
112264,2.0,Gemeinschaftsgrundschule Gartenstadt,der Stadt Köln,,"Köln, GG Gartenstadt",3.0,50737,Köln,Altonaer Str. 32,221.0,8609331.0,221.0,8609332.0,112264@schule.nrw.de,http://www.ggs-gartenstadt.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354331.0,5651386.0,,50.995594,6.924147,Grundschule,Öffentlich,Köln,Gemeinschaftsgrundschule Gartenstadt der Stadt Köln,2218609331.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,20,6.7,0,2,18,6,4,15,135,"2024,2023,2022",Unfallatlas
