schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_bezirk,crime_stadt,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_data_source,crime_straftaten_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023,crime_wohnungseinbruch_2023_rate_per_100k
160430,10.0,Johannes-Gutenberg-Schule,Städt. Realschule Köln-Godorf,,"Köln, RS Johann-Gutenberg-Schule",3.0,50997,Köln,Kuckucksweg 4,2236.0,848790.0,2236.0,8487950.0,160430@schule.nrw.de,http://www.rsgodorf.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,357237.0,5635298.0,,50.85174,6.971829,Realschule,Öffentlich,Köln,Johannes-Gutenberg-Schule Städt. Realschule Köln-Godorf,2236848790.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,,19,6.3,0,1,18,3,3,11,249,"2024,2023,2022",Unfallatlas,Hürth-Kalscheuren,5129,50.8764974,6.9101655,,Brühl-Kierberg,6032,50.8383931,6.8885567,,Bonner Wall,7138,50.9155932,6.9613432,,Godorf,688,50.8470844,6.9782897,,Wesseling Nord,2210,50.8318744,6.9709154,,Sürth Bahnhof,2650,50.8645156,7.0037019,KSU,Friedhof Godorf,157,50.8504459,6.9709346,,Bunsenstraße,278,50.8530749,6.9751828,,Pierstraße,399,50.8491198,6.9757027,,14,26,KGOF,60.0,Rodenkirchen,Köln,112051,0.6,7460.4,50.8,bezirk_estimated,8352,7454.2,95,85.2,661,590.0,551,491.7,178,159.0
160568,10.0,Städt. Wilhelm-Busch-Realschule,- Sekundarstufe I -,,"Köln, RS Wilhelm-Busch-Realschule",3.0,51143,Köln,Heerstr. 7,2203.0,9920144.0,2203.0,9920125.0,160568@schule.nrw.de,http://www.wilhelm-busch-realschule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,363085.0,5636819.0,,50.866824,7.054288,Realschule,Öffentlich,Köln,Städt. Wilhelm-Busch-Realschule - Sekundarstufe I -,22039920144.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Realschule,,,13,4.3,0,2,11,6,5,8,103,"2024,2023,2022",Unfallatlas,Porz (Rhein),1963,50.8832667,7.0644885,,Porz-Wahn,1998,50.858162,7.079225,,Köln Steinstraße,3172,50.8952751,7.0576212,,Zündorf,378,50.8660632,7.0490364,,Rosenhügel,914,50.8741957,7.0600489,,Porz Markt,1811,50.8828538,7.0588699,,An St. Marien,302,50.8641188,7.0538827,,Zündorf,341,50.8661434,7.0495549,,Zündorf Mitte,635,50.8663207,7.0452767,,12,23,,70.0,Porz,Köln,115776,1.0,12434.0,50.8,bezirk_estimated,14384,12423.6,164,142.0,1138,983.3,949,819.6,307,265.0
160570,10.0,Max-Planck-Realschule,Städt. Realschule Köln-Porz,,"Köln, RS Max-Planck",3.0,51145,Köln,Planckstr. 14,2203.0,8920920.0,2203.0,294431.0,160570@schule.nrw.de,http://www.max-planck-realschule-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,364123.0,5639056.0,,50.887174,7.068198,Realschule,Öffentlich,Köln,Max-Planck-Realschule Städt. Realschule Köln-Porz,22038920920.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Realschule,,,25,8.3,0,1,24,14,4,17,14,"2024,2023,2022",Unfallatlas,Porz (Rhein),506,50.8832667,7.0644885,,Köln Steinstraße,1167,50.8952751,7.0576212,,Köln Airport-Businesspark,3048,50.9102443,7.0447205,,Porz Markt,680,50.8873745,7.0585077,,Steinstraße,948,50.8914944,7.0565429,,Rosenhügel,1552,50.8741926,7.0600808,,Kopernikusschule,173,50.8875533,7.0705926,,Siemensstraße,254,50.8857163,7.0709918,,Siemensstr.,261,50.8856935,7.0710835,,13,52,,65.0,Porz,Köln,115776,1.0,12434.0,50.8,bezirk_estimated,14384,12423.6,164,142.0,1138,983.3,949,819.6,307,265.0
160581,10.0,Otto-Lilienthal-Schule,Städt. Realschule,- Sekundarstufe I -,"Köln, RS Otto-Lilienthal-Schule",3.0,51147,Köln,Albert-Schweitzer-Str. 8,2203.0,8990890.0,2203.0,89908922.0,160581@schule.nrw.de,http://www.ols-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,365473.0,5636471.0,,50.864257,7.088331,Realschule,Öffentlich,Köln,Otto-Lilienthal-Schule Städt. Realschule - Sekundarstufe I -,22038990890.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,,34,11.3,0,2,32,13,6,21,145,"2024,2023,2022",Unfallatlas,Porz-Wahn,932,50.858162,7.079225,,Porz (Rhein),2696,50.8832667,7.0644885,,Köln Steinstraße,4067,50.8952751,7.0576212,,Rosenhügel,2269,50.8741926,7.0600808,,Zündorf,2765,50.8660632,7.0490364,,Porz Markt,2924,50.8828538,7.0588699,,Schulzentrum Wahn,158,50.8629731,7.0893006,,Albin-Köbis-Weg,367,50.8631576,7.0932548,,Albin-Köbis-Straße,369,50.8631183,7.0932621,,11,44,"A, H",65.0,Porz,Köln,115776,1.0,12434.0,50.8,bezirk_estimated,14384,12423.6,164,142.0,1138,983.3,949,819.6,307,265.0
164100,15.0,Städtische Dieter-Forte-Gesamtschule,- Sekundarstufen I und II -,,"Düsseldorf, GE Dieter-Forte",1.0,40229,Düsseldorf,Heidelberger Str. 75,211.0,8999611.0,211.0,8999612.0,164100@schule.nrw.de,http://www.dieter-forte-gesamtschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,349932.0,5673940.0,,51.197136,6.852131,Gesamtschule,Öffentlich,Düsseldorf,Städtische Dieter-Forte-Gesamtschule - Sekundarstufen I und II -,2118999611.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Gesamtschule,,,28,9.3,0,2,26,3,2,19,81,"2024,2023,2022",Unfallatlas,Vennhauser Allee,463,51.1989864,6.8461856,,Düsseldorf-Eller,579,51.2022903,6.8532798,,Alt Eller,729,51.2000683,6.8427725,,Vennhauser Allee,443,51.1986906,6.8462792,7,Schlesische Straße,1962,51.2078335,6.8297418,4,Am Stufstock,2087,51.20662,6.8262877,,In der Elb,106,51.1962003,6.852393,,Schloss Eller,335,51.1973126,6.8473386,,Vennhauser Allee,440,51.1989356,6.8465099,6,13,61,"1, 2, 3, 4, 5, 6, 7",75.0,Bezirk 8,Düsseldorf,61142,0.6,7551.0,52.1,bezirk_estimated,4393,7185.1,34,55.8,325,531.5,235,383.7,85,138.6
164161,15.0,Gesamtschule Köln-Rodenkirchen,- Sekundarstufen I und II -,,"Köln, GE Rodenkirchen",3.0,50999,Köln,Sürther Str. 191,221.0,350180.0,221.0,3501823.0,164161@schule.nrw.de,http://www.gesamtschule-rodenkirchen.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,359605.0,5637869.0,,50.875426,7.004462,Gesamtschule,Öffentlich,Köln,Gesamtschule Köln-Rodenkirchen - Sekundarstufen I und II -,221350180.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gesamtschule,,,16,5.3,0,3,13,12,3,13,30,"2024,2023,2022",Unfallatlas,Porz (Rhein),4301,50.8832667,7.0644885,,Köln Steinstraße,4333,50.8952751,7.0576212,,Köln Airport-Businesspark,4792,50.9102443,7.0447205,,Michaelshoven,383,50.8759692,6.9990761,KMH,Siegstraße,1118,50.8833367,6.9946362,KKSS,Sürth Bahnhof,1214,50.8645156,7.0037019,KSU,Sürther Straße,207,50.8772879,7.0045888,,Friedhof Rodenkirchen,386,50.8787863,7.0030908,,Sürther Feldallee,415,50.8751251,7.0103535,,10,41,KMH,70.0,Rodenkirchen,Köln,112051,0.6,7460.4,50.8,bezirk_estimated,8352,7454.2,95,85.2,661,590.0,551,491.7,178,159.0
164306,20.0,Erzbischöfliches Suitbertus-Gymnasium,Staatl.gen.priv.Gymnasium d.Erzbistums,Köln f.Jungen u. Mädchen  - Sek.I u.II -,"Düsseldorf, Gym Suitbertus",1.0,40489,Düsseldorf,An St. Swidbert 53,211.0,1592500.0,211.0,15925022.0,164306@schule.nrw.de,https://www.suitbertus.de/,2.0,71110.0,5111000.0,1.0,01.08.1973,EPSG:25832,342019.0,5685561.0,,51.299418,6.733839,Gymnasium,Privat,Düsseldorf,Erzbischöfliches Suitbertus-Gymnasium Staatl.gen.priv.Gymnasium d.Erzbistums Köln f.Jungen u. Mädchen  - Sek.I u.II -,2111592500.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gymnasium,,,27,9.0,0,4,23,14,8,16,165,"2024,2023,2022",Unfallatlas,Klemensplatz,404,51.3006089,6.7393291,,Kittelbachstraße,611,51.2948681,6.7387759,,Kalkumer Schloßallee,937,51.3053587,6.7433994,,Alte Landstraße,1207,51.2890645,6.7390622,,Eckenerstraße,4141,51.2720892,6.7742922,1,Am Röttchen,4366,51.2733347,6.7807665,,Kaiserpfalz,355,51.2966524,6.7363949,2,Klemensplatz,401,51.3008734,6.73912,4,Kittelbachstraße,588,51.2949686,6.738418,809(disused),9,21,"1, 2, 3, 4, 809(disused)",75.0,,Düsseldorf,658245,1.0,12585,52.1,city_aggregate,78826,11975.2,612,93.0,5831,885.8,4210,639.6,1520,230.9
164318,20.0,Städt. Goethe-Gymnasium mit ehemaligem,Rethel-Gymnasium  -Sekundarst. I und II-,Bilingualer deutsch-englischer Zweig,"Düsseldorf, Gym Goethe",1.0,40237,Düsseldorf,Lindemannstr. 57,211.0,8923351.0,211.0,8929550.0,164318@schule.nrw.de,http://www.goethe-gymnasium.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,346902.0,5678199.0,,51.234601,6.80698,Gymnasium,Öffentlich,Düsseldorf,Städt. Goethe-Gymnasium mit ehemaligem Rethel-Gymnasium  -Sekundarst. I und II- Bilingualer deutsch-englischer Zweig,2118923351.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,,77,25.7,0,14,63,34,12,61,61,"2024,2023,2022",Unfallatlas,Lindemannstraße,326,51.2319302,6.8089088,,Schillerplatz,507,51.2355519,6.7998508,,Brehmplatz,530,51.23844,6.8024799,,Düsseldorf Schumannstraße,90,51.2353681,6.8065628,,Lindemannstraße,285,51.2323067,6.8088114,4,Düsseldorf Lindemannstraße,328,51.2317667,6.8082769,2,Düsseldorf Lindemannstraße,321,51.2317768,6.8079679,,Lindemannstraße,370,51.2315353,6.809039,3,Schillerplatz,454,51.2349087,6.8004749,,23,122,"1, 2, 3, 4, 5, 6, 8, 9, de.05111000.uhlandstrasse",75.0,Bezirk 2,Düsseldorf,66094,0.9,11326.5,52.1,bezirk_estimated,7123,10777.7,55,83.7,527,797.3,380,575.6,137,207.8
164320,20.0,Städt. Humboldt-Gymnasium,,,"Düsseldorf, Gym Humboldt",1.0,40211,Düsseldorf,Pempelforter Str. 40,211.0,8923551.0,211.0,8929619.0,164320@schule.nrw.de,http://www.humboldt-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345865.0,5677699.0,,51.229829,6.792352,Gymnasium,Öffentlich,Düsseldorf,Städt. Humboldt-Gymnasium,2118923551.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,164,54.7,2,15,147,61,34,89,102,"2024,2023,2022",Unfallatlas,Pempelforter Straße,175,51.2284316,6.7911945,,Wehrhahn S,412,51.2299883,6.7982635,,Düsseldorf Wehrhahn,434,51.2284203,6.7981599,,Pempelforter Straße,141,51.2286827,6.7914698,,Adlerstraße,223,51.2310834,6.7898551,,Jacobistraße,406,51.2280121,6.7873006,1,Pempelforter Straße,129,51.2287013,6.791899,,Adlerstraße,222,51.2310856,6.789875,,Wehrhahn-Center,318,51.2275564,6.7895758,W2,45,171,"1, 10, 11, 12, 14, 16, 17, 18, 2, 3, 4, 5, 6, 7, 8, 9, W1, W2, de.05111000.uhlandstrasse",75.0,,Düsseldorf,658245,1.0,12585,52.1,city_aggregate,78826,11975.2,612,93.0,5831,885.8,4210,639.6,1520,230.9
164343,20.0,Städt. Schloß-Gymnasium Benrath,- Sekundarstufe I und II -,,"Düsseldorf, Gym Schloß Benrath",1.0,40597,Düsseldorf,Benrodestr. 132,211.0,8998410.0,211.0,8929191.0,164343@schule.nrw.de,http://www.schloss-gymnasium.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350065.0,5670249.0,,51.164004,6.855574,Gymnasium,Öffentlich,Düsseldorf,Städt. Schloß-Gymnasium Benrath - Sekundarstufe I und II -,2118998410.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Gymnasium,,,17,5.7,0,1,16,8,3,10,158,"2024,2023,2022",Unfallatlas,Schöne Aussicht,179,51.1624049,6.8552983,,Kappeler Straße,378,51.1622443,6.8602084,,Am Trippelsberg,593,51.1657604,6.8475403,,Schöne Aussicht,178,51.1624197,6.8552485,,Kappeler Straße,350,51.1622377,6.8597257,1,Am Trippelsberg,627,51.165973,6.8471501,,Schöne Aussicht,179,51.1624015,6.8553961,,Kappeler Straße,351,51.16217,6.8596621,,Benrodestraße,372,51.1637712,6.8608913,,21,48,"1, 2",75.0,Bezirk 10,Düsseldorf,24612,0.5,6292.5,52.1,bezirk_estimated,1474,5987.6,11,46.5,109,442.9,79,319.8,28,115.5
164355,20.0,Annette-von-Droste-Hülshoff-Gymnasium,- Sekundarstufen I und II-,,"Düsseldorf,Gym Annette v.Droste-Hülshoff",1.0,40593,Düsseldorf,Brucknerstr. 19,211.0,8928980.0,211.0,8929189.0,164355@schule.nrw.de,http://www.annettegymnasium.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,351609.0,5669557.0,,51.158188,6.877926,Gymnasium,Öffentlich,Düsseldorf,Annette-von-Droste-Hülshoff-Gymnasium - Sekundarstufen I und II-,2118928980.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,34,11.3,0,8,26,14,3,23,261,"2024,2023,2022",Unfallatlas,Benrath S,374,51.1615408,6.8775869,,Düsseldorf-Benrath,463,51.1623121,6.8788554,,Urdenbacher Allee,478,51.1620826,6.8750211,,Urdenbacher Allee,476,51.1620659,6.87502,2,Benrath Betriebshof,497,51.1610492,6.8834101,,Schloss Benrath,799,51.1625952,6.8688718,2,Orangerie,321,51.158837,6.8734457,,Regerstraße,335,51.1601255,6.8742494,,Benrath S,342,51.1612483,6.8783929,9,51,102,"1, 10, 11, 12, 13, 2, 3, 4, 5, 6, 7, 784 Vohwinkel, 788 Monheim, 8, 9, NE7 Urdenbach, de.05111000.paulsmuehlenstrasse",75.0,Bezirk 9,Düsseldorf,94463,0.9,11326.5,52.1,bezirk_estimated,10181,10777.7,79,83.7,753,797.3,544,575.6,196,207.8
164379,20.0,Städt. Marie-Curie-Gymnasium,,,"Düsseldorf, Gym Marie-Curie",1.0,40625,Düsseldorf,Gräulinger Str. 15,211.0,8921826.0,211.0,8929280.0,164379@schule.nrw.de,http://www.mariecurie-d.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350788.0,5678512.0,,51.238443,6.862471,Gymnasium,Öffentlich,Düsseldorf,Städt. Marie-Curie-Gymnasium,2118921826.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,43,14.3,0,10,33,16,11,33,61,"2024,2023,2022",Unfallatlas,Gerresheim Krankenhaus,986,51.2453106,6.8535054,,Heinrich-Könn-Straße,1009,51.2428575,6.8498133,,Pöhlenweg,1957,51.2400254,6.834471,,Gerresheim Rathaus,283,51.2365185,6.8598003,,Schönaustraße,416,51.2348919,6.8606003,,Von-Gahlen-Straße,692,51.2377795,6.8525821,,Am Lehn,181,51.2397988,6.861033,,Gerresheim Rathaus,219,51.2373739,6.8598354,3,"Gerresheim, Rathaus",223,51.2373745,6.8597631,,20,69,"1, 2, 3, 4, 5, 6",65.0,Bezirk 7,Düsseldorf,47652,0.7,8809.5,52.1,bezirk_estimated,3994,8382.6,31,65.1,295,620.1,213,447.7,77,161.6
164380,20.0,St. Ursula-Gymnasium,Staatl. genehm. Gymnasium f. Jungen und,Mädchen des Erzbistums Köln -Sek.I u.II-,"Düsseldorf, Gym St.Ursula",1.0,40213,Düsseldorf,Ritterstr. 16,211.0,320056.0,211.0,320059.0,164380@schule.nrw.de,https://www.st-ursula-gymnasium.de/,2.0,71110.0,5111000.0,1.0,01.08.1973,EPSG:25832,344524.0,5677724.0,,51.22969,6.77315,Gymnasium,Privat,Düsseldorf,St. Ursula-Gymnasium Staatl. genehm. Gymnasium f. Jungen und Mädchen des Erzbistums Köln -Sek.I u.II-,211320056.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gymnasium,,,112,37.3,0,12,100,45,23,43,95,"2024,2023,2022",Unfallatlas,"U-Bahn (51.2315, 6.7746)",223,51.2314925,6.7745697,,Tonhalle/Ehrenhof,224,51.2316524,6.7738592,,"U-Bahn (51.2318, 6.7745)",254,51.2318053,6.7745321,,Sternstraße,557,51.2327866,6.7794467,,Schadowstraße,726,51.2266102,6.7823378,,Nordstraße,737,51.2354553,6.7783658,,Tonhalle/Ehrenhof,167,51.2309523,6.7744574,5,Heinrich-Heine-Allee,282,51.2292326,6.7771295,,Sternstraße,584,51.233564,6.7788101,SEV,21,94,"1, 2, 3, 4, 5, 6, 7, 780 782 785, 805, SEV",75.0,Bezirk 1,Düsseldorf,89669,2.0,25170.0,52.1,bezirk_estimated,21476,23950.4,167,185.9,1589,1771.7,1147,1279.2,414,461.8
164392,20.0,Städtisches Cecilien-Gymnasium,- Sek. I und II -  Europaschule,"Bilingualer Zweig, Montessori-Zweig","Düsseldorf, Gym Cecilien, Europaschule",1.0,40547,Düsseldorf,Schorlemerstr. 99,211.0,8923311.0,211.0,8929038.0,164392@schule.nrw.de,http://www.ceci.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,342882.0,5678675.0,,51.237786,6.749234,Gymnasium,Öffentlich,Düsseldorf,"Städtisches Cecilien-Gymnasium - Sek. I und II -  Europaschule Bilingualer Zweig, Montessori-Zweig",2118923311.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,35,11.7,0,7,28,12,4,25,28,"2024,2023,2022",Unfallatlas,Comenius-Gymnasium,563,51.2354876,6.7420247,,Belsenplatz,704,51.2315346,6.7475889,,Heerdter Sandberg,782,51.2368202,6.7381067,,Theodor-Heuss-Brücke,1737,51.2499957,6.7648087,,Nordstraße,2045,51.2354553,6.7783658,,Venloer Straße,2103,51.2376649,6.7794393,1,Comeniusplatz,238,51.2357688,6.7503683,1,Lewitstraße,264,51.2360281,6.746693,,Kanalstraße,264,51.2385822,6.7528124,,40,81,"1, 2",65.0,Bezirk 4,Düsseldorf,47036,0.8,10068.0,52.1,bezirk_estimated,4506,9580.1,35,74.4,333,708.7,241,511.7,87,184.7
164409,20.0,Städt. Gymnasium Koblenzer Straße,- Sekundarstufe I und II -,,"Düsseldorf, Gym Koblenzer Str.",1.0,40593,Düsseldorf,Theodor-Litt-Str. 2,211.0,8997600.0,211.0,8929190.0,164409@schule.nrw.de,https://www.kobi-gymnasium.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,352202.0,5668591.0,,51.149661,6.886796,Gymnasium,Öffentlich,Düsseldorf,Städt. Gymnasium Koblenzer Straße - Sekundarstufe I und II -,2118997600.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,,38,12.7,0,12,26,14,0,22,73,"2024,2023,2022",Unfallatlas,Düsseldorf-Garath,1016,51.1435907,6.8976828,Düsseldorf-Garath,Benrath Betriebshof,1276,51.1610231,6.8842833,,Benrath S,1469,51.1615408,6.8775869,,Benrath Betriebshof,1288,51.1610492,6.8834101,,Urdenbacher Allee,1605,51.1620659,6.87502,2,Schloss Benrath,1900,51.1622562,6.8683888,1,Sodenstraße,170,51.1498017,6.8843651,,Rostocker Straße,310,51.1476804,6.8899259,,Kammerrathsfeldstraße,469,51.1513944,6.8806655,,9,53,"1, 2, 3",50.0,Bezirk 9,Düsseldorf,94463,0.9,11326.5,52.1,bezirk_estimated,10181,10777.7,79,83.7,753,797.3,544,575.6,196,207.8
164434,20.0,Städt. Comenius-Gymnasium,,,"Düsseldorf, Gym Comenius",1.0,40547,Düsseldorf,Hansaallee 90,211.0,8923712.0,211.0,8929181.0,164434@schule.nrw.de,http://www.comenius-gymnasium.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,342522.0,5678414.0,,51.235341,6.744196,Gymnasium,Öffentlich,Düsseldorf,Städt. Comenius-Gymnasium,2118923712.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,,42,14.0,0,13,29,11,9,26,102,"2024,2023,2022",Unfallatlas,Comenius-Gymnasium,152,51.2354876,6.7420247,,Heerdter Sandberg,455,51.2368202,6.7381067,,Belsenplatz,485,51.2315346,6.7475889,,Theodor-Heuss-Brücke,2171,51.2499957,6.7648087,,Nordstraße,2379,51.2354553,6.7783658,,Sternstraße,2445,51.2332526,6.7791545,,Comenius-Gymnasium,118,51.2352132,6.7425141,,Lanker Straße,174,51.2350685,6.7466552,2,Lewitstraße,190,51.2360281,6.746693,,32,90,"1, 2",75.0,Bezirk 4,Düsseldorf,47036,0.8,10068.0,52.1,bezirk_estimated,4506,9580.1,35,74.4,333,708.7,241,511.7,87,184.7
164446,20.0,Städt. Görres-Gymnasium,- Sekundarstufe I und II -,Humanistisches Gymnasium seit 1545,"Düsseldorf, Gym Görres",1.0,40212,Düsseldorf,Königsallee 57,211.0,8998400.0,211.0,8929470.0,164446@schule.nrw.de,http://www.goerres.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344844.0,5676773.0,,51.221232,6.778141,Gymnasium,Öffentlich,Düsseldorf,Städt. Görres-Gymnasium - Sekundarstufe I und II - Humanistisches Gymnasium seit 1545,2118998400.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,215,71.7,0,30,185,59,64,122,19,"2024,2023,2022",Unfallatlas,Ausgang Königsallee,196,51.2228227,6.7793644,,Steinstraße/Königsallee,218,51.2229358,6.7796763,,Benrather Straße,242,51.2226918,6.7755597,,Graf-Adolf-Platz U,253,51.2190138,6.7773475,,Berliner Allee,340,51.2189039,6.7813031,4,Steinstraße/Königsallee,403,51.2234129,6.7827701,5,Steinstraße/Königsallee,227,51.2230155,6.7797348,,Benrather Straße U,306,51.2239035,6.7770615,,Graf-Adolf-Platz U,306,51.2187214,6.7763244,,52,170,"1, 10, 11, 12, 13, 14, 2, 3, 4, 5, 6, 7, 780 782 785, 9, W1",75.0,Bezirk 1,Düsseldorf,89669,2.0,25170.0,52.1,bezirk_estimated,21476,23950.4,167,185.9,1589,1771.7,1147,1279.2,414,461.8
164458,20.0,Städt. Geschwister-Scholl-Gymnasium,- Sekundarstufen I und II -,,"Düsseldorf, Gym Geschwister-Scholl",1.0,40225,Düsseldorf,Redinghovenstr. 41,211.0,8928210.0,211.0,8929207.0,164458@schule.nrw.de,http://www.gsg-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345784.0,5674985.0,,51.205421,6.79236,Gymnasium,Öffentlich,Düsseldorf,Städt. Geschwister-Scholl-Gymnasium - Sekundarstufen I und II -,2118928210.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,20,6.7,1,1,18,9,5,12,66,"2024,2023,2022",Unfallatlas,Düsseldorf Volksgarten,521,51.2101001,6.7918786,,Uni-Kliniken,626,51.2001289,6.7892745,,Auf'm Hennekamp,670,51.202566,6.7838897,,Redinghovenstraße,266,51.2061323,6.7887126,2,Volksgarten S,357,51.2086234,6.7927943,,Auf'm Hennekamp,518,51.2041632,6.7851966,3,Redinghovenstraße,276,51.2061637,6.7885806,4,Volksgarten S,411,51.2090346,6.7936204,,Auf'm Hennekamp,514,51.2040682,6.7853113,,12,79,"1, 2, 3, 4, 5, 6, 7, SEV",65.0,Bezirk 3,Düsseldorf,123572,1.2,15102.0,52.1,bezirk_estimated,17758,14370.2,138,111.6,1314,1063.0,948,767.5,342,277.1
