schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score
113840,2.0,Städt. Gem. Grundschule,Albert-Schweitzer-Schule-Weiden,,"Köln, GG Albert-Schweitzer (Weiden)",3.0,50858,Köln,Breslauer Str. 11,2234.0,946480.0,2234.0,946485.0,113840@schule.nrw.de,http://www.ass-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,348564.0,5644948.0,,50.936253,6.844705,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Albert-Schweitzer-Schule-Weiden,2234946480.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,44,14.7,0,5,39,10,4,28,88,"2024,2023,2022",Unfallatlas,Lövenich,1031,50.9428837,6.8344286,,Köln-Weiden West,2137,50.9408525,6.8150982,,Köln-Müngersdorf/Technologiepark,3349,50.9484237,6.888433,,Bahnstraße,209,50.9381268,6.8449927,,Weiden Zentrum,697,50.9381669,6.8352382,,Mohnweg,743,50.93799,6.854945,1,Diepenbeekallee,127,50.9353872,6.845892,,Benfleetstraße,223,50.9345867,6.8429289,,Göttinger Straße,385,50.9357002,6.8392783,,13,52,"1, A, B, C, D",70.0
113864,2.0,Ildefons-Herwegen-Schule,Städt. Gem. Grundschule,,"Köln, GG Ildefons-Herwegen-Schule",3.0,50858,Köln,Kirchweg 138,221.0,22282030.0,221.0,222820333.0,113864@schule.nrw.de,http://www.ildefons-herwegen-schule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,349423.0,5644485.0,,50.932317,6.857113,Grundschule,Öffentlich,Köln,Ildefons-Herwegen-Schule Städt. Gem. Grundschule,22122282030.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,23,7.7,0,5,18,12,4,16,46,"2024,2023,2022",Unfallatlas,Lövenich,1977,50.9428837,6.8344286,,Köln-Müngersdorf/Technologiepark,2833,50.9484237,6.888433,,Köln-Weiden West,3093,50.9408525,6.8150982,,Mohnweg,638,50.9379486,6.8553815,1,Junkersdorf,1023,50.9376585,6.8689984,1,Bahnstraße,1067,50.9381268,6.8449927,,Kölner Weg,75,50.9316739,6.8574384,,Birkenallee,277,50.9337833,6.8603123,,Beethovenstraße,436,50.9296512,6.8525509,,14,45,"1, A, B",60.0
113888,2.0,Städt. Gem. Grundschule,Albert-Schweitzer-Schule-Weiß,,"Köln, GG Albert-Schweitzer (Weiß)",3.0,50999,Köln,Zum Hedelsberg 13,2236.0,88488331.0,2236.0,68203.0,113888@schule.nrw.de,http://www.albert-schweitzer-grundschule-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,361134.0,5637732.0,,50.874564,7.026233,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Albert-Schweitzer-Schule-Weiß,223688488331.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,16,5.3,0,2,14,11,4,13,285,"2024,2023,2022",Unfallatlas,Porz (Rhein),2853,50.8832667,7.0644885,,Köln Steinstraße,3186,50.8952751,7.0576212,,Porz-Wahn,4142,50.858162,7.079225,,Zündorf,1855,50.8660801,7.0489968,,Michaelshoven,1912,50.8759692,6.9990761,KMH,Sürth Bahnhof,1936,50.8645156,7.0037019,KSU,Ritterstraße,197,50.8730361,7.0248254,,Weißer Hauptstraße,220,50.8753843,7.029094,,Weiß Friedhof,296,50.8771825,7.0269622,,12,24,,50.0
113890,2.0,Anne-Frank-Schule,Städt. Gem. Grundschule,,"Köln, GG Anne-Frank-Schule",3.0,50997,Köln,Adlerstr. 13,2233.0,9944550.0,2233.0,2676.0,113890@schule.nrw.de,https://www.anne-frank-gs.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356763.0,5638066.0,,50.876499,6.964016,Grundschule,Öffentlich,Köln,Anne-Frank-Schule Städt. Gem. Grundschule,22339944550.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,51,17.0,0,6,45,11,6,33,254,"2024,2023,2022",Unfallatlas,Hürth-Kalscheuren,3778,50.8764974,6.9101655,,Bonner Wall,4351,50.9155932,6.9613432,,Chlodwigplatz,4927,50.92073,6.9597656,,Siegstraße,2279,50.8833367,6.9946362,KKSS,Rodenkirchen Bahnhof,2426,50.8908112,6.9901237,KRK,Michaelshoven,2461,50.8759692,6.9990761,KMH,Lerchenweg,249,50.877978,6.9613539,,Hochkirchen,279,50.8788743,6.9627332,,Reiherstraße,281,50.8757667,6.9601856,,14,30,,50.0
113906,2.0,EMAnuel-Schule,Städt. Evangelische Grundschule,Primarstufe,"Köln, EG EMAnuel-Schule",3.0,50999,Köln,Sürther Str. 201,221.0,99225960.0,221.0,992259615.0,113906@schule.nrw.de,http://www.ema-schule-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,359603.0,5637375.0,,50.870986,7.004623,Grundschule,Öffentlich,Köln,EMAnuel-Schule Städt. Evangelische Grundschule Primarstufe,22199225960.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,35,11.7,0,3,32,15,0,25,14,"2024,2023,2022",Unfallatlas,Porz (Rhein),4417,50.8832667,7.0644885,,Köln Steinstraße,4595,50.8952751,7.0576212,,Köln Airport-Businesspark,5193,50.9102443,7.0447205,,Michaelshoven,677,50.8759692,6.9990761,KMH,Sürth Bahnhof,722,50.8645156,7.0037019,KSU,Siegstraße,1542,50.8833367,6.9946362,KKSS,Heinrich-Erpenbach-Straße,243,50.8690893,7.0063516,,Unter Buschweg,439,50.8672183,7.002735,,Sürth Rodderweg,441,50.8681485,7.0002255,,11,55,"A, C, D, KMH, KSU",60.0
113918,2.0,Brüder-Grimm-Schule,Städt. Gem. Grundschule,,"Köln, GG Brüder-Grimm",3.0,50999,Köln,Sürther Hauptstr. 149,2236.0,336630.0,2236.0,63899.0,113918@schule.nrw.de,http://www.brueder-grimm-suerth.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,360226.0,5636782.0,,50.865808,7.013698,Grundschule,Öffentlich,Köln,Brüder-Grimm-Schule Städt. Gem. Grundschule,2236336630.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,13,4.3,0,0,13,8,1,9,18,"2024,2023,2022",Unfallatlas,Porz (Rhein),4058,50.8832667,7.0644885,,Köln Steinstraße,4498,50.8952751,7.0576212,,Porz-Wahn,4677,50.858162,7.079225,,Sürth Bahnhof,716,50.8645156,7.0037019,KSU,Michaelshoven,1526,50.8759692,6.9990761,KMH,Siegstraße,2364,50.8833367,6.9946362,KKSS,Kölnstraße,147,50.8649104,7.0121582,,Ernst-Volland-Straße,306,50.867489,7.0171579,,Marktplatz Sürth,562,50.8623626,7.0078336,,8,36,"A, C, D, KSU",60.0
113920,2.0,Städt. Gem. Grundschule,Godorfer Hauptstr.,,"Köln, GG Godorfer Hauptstr.",3.0,50997,Köln,Godorfer Hauptstr. 73,2236.0,8786470.0,2236.0,87864710.0,113920@schule.nrw.de,https://www.ggs-godorfer-hauptstrasse.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,357476.0,5634988.0,,50.849013,6.975343,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Godorfer Hauptstr.,22368786470.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,24,8.0,0,4,20,4,3,17,124,"2024,2023,2022",Unfallatlas,Brühl,4920,50.8292719,6.9126407,,Hürth-Kalscheuren,5501,50.8764974,6.9101655,,Brühl-Kierberg,6207,50.8383931,6.8885567,,Godorf,298,50.8470844,6.9782897,,Wesseling Nord,1931,50.8318744,6.9709154,,Sürth Bahnhof,2633,50.8645156,7.0037019,KSU,Pierstraße,22,50.8490449,6.9756505,,Godorf Bahnhof,261,50.8478196,6.9785382,,Friedhof Godorf,323,50.850327,6.9712414,,17,23,KGOF,70.0
113943,2.0,Stadt Köln,Grundschulverbund Schule IM Süden,- Primarstufe -,"Köln, GG (Verb.) Schule IM Süden",3.0,50997,Köln,Kettelerstr. 14,2232.0,503180.0,2232.0,5031822.0,113943@schule.nrw.de,http://ggs-im-süden.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354419.0,5636236.0,,50.859468,6.931449,Grundschule,Öffentlich,Köln,Stadt Köln Grundschulverbund Schule IM Süden - Primarstufe -,2232503180.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,23,7.7,1,1,21,6,4,18,163,"2024,2023,2022",Unfallatlas,Hürth-Kalscheuren,2412,50.8764974,6.9101655,,Brühl,3608,50.8292719,6.9126407,,Brühl-Kierberg,3816,50.8383931,6.8885567,,Fischenich,2439,50.8647253,6.8977104,,Brühl-Vochem,2737,50.8440636,6.9010351,,Brühl Nord,3468,50.8345553,6.9017322,KBLN,Kettelerstraße,176,50.8609982,6.9320899,,Trenkebergstraße,211,50.8590414,6.9285219,,Meschenich Kirche,283,50.8604128,6.9277092,,21,27,132,50.0
113955,2.0,Grüngürtelschule,Städt. Kath. Grundschule,,"Köln, KG Grüngürtelschule",3.0,50996,Köln,Mainstr. 75,221.0,992259722.0,221.0,992259725.0,113955@schule.nrw.de,http://www.gruenguertelschule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,359503.0,5638770.0,,50.883499,7.002666,Grundschule,Öffentlich,Köln,Grüngürtelschule Städt. Kath. Grundschule,221992259722.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,28,9.3,0,9,19,17,2,16,184,"2024,2023,2022",Unfallatlas,Köln Steinstraße,4071,50.8952751,7.0576212,,Köln Airport-Businesspark,4188,50.9102443,7.0447205,,Porz (Rhein),4337,50.8832667,7.0644885,,Siegstraße,564,50.8833367,6.9946362,KKSS,Michaelshoven,874,50.8759692,6.9990761,KMH,Rodenkirchen Bahnhof,1198,50.8908112,6.9901237,KRK,Grüngürtelstraße,231,50.8850042,7.0049446,,Sankt-Joseph-Kirche,307,50.8862554,7.0028363,,Rotdornstraße,400,50.8855358,6.9979654,,14,58,"KKSS, KMH",60.0
114108,2.0,Konrad-Adenauer-Schule,Städt. Gem. Grundschule,,"Köln, GG Konrad-Adenauer",3.0,50765,Köln,Martinusstr. 28,221.0,71661070.0,221.0,716610718.0,114108@schule.nrw.de,https://www.ggs-martinusstr.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,349410.0,5653166.0,,51.010323,6.853333,Grundschule,Öffentlich,Köln,Konrad-Adenauer-Schule Städt. Gem. Grundschule,22171661070.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,9,3.0,0,1,8,4,2,7,88,"2024,2023,2022",Unfallatlas,Köln Volkhovener Weg,2821,51.0140864,6.8932138,,Chorweiler,3293,51.0203848,6.8976044,,Köln-Chorweiler,3351,51.021167,6.8980335,,Chorweiler,3307,51.020301,6.8978705,,Görlinger-Zentrum,3520,50.980563,6.8704698,,Heimersdorf,3739,51.011997,6.9067136,,Chorbuschstraße,362,51.0120562,6.8577172,,Esch,394,51.0136479,6.8552798,,Hermann-Löns-Straße,532,51.0055454,6.8537221,,12,32,,50.0
114110,2.0,Erich-Ohser-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Köln, GG Erich-Ohser-Schule",3.0,50767,Köln,Schulstr. 16,221.0,33730030.0,221.0,337300311.0,114110@schule.nrw.de,http://www.erich-ohser-schule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,350672.0,5651619.0,,50.99675,6.871946,Grundschule,Öffentlich,Köln,Erich-Ohser-Schule Städt. Gem. Grundschule - Primarstufe -,22133730030.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,16,5.3,0,3,13,0,4,9,116,"2024,2023,2022",Unfallatlas,Köln-Longerich,2073,50.9982365,6.9014803,,Köln Volkhovener Weg,2435,51.0140864,6.8932138,,Heimersdorf,2967,51.0119474,6.9067943,,Sparkasse Am Butzweilerhof,1763,50.9847517,6.8884188,,Görlinger-Zentrum,1803,50.980563,6.8704698,,IKEA Am Butzweilerhof,2270,50.9819964,6.8943672,,Heinering,32,50.9964695,6.8718373,,Schulstraße,296,50.9989672,6.8696171,,Johannesstraße,461,50.9987535,6.8777195,,12,28,,50.0
114765,2.0,Städt. Gem. Grundschule,Adolph-Kolping-Str.,,"Köln, GG Adolph-Kolping-Straße",3.0,51147,Köln,Adolph-Kolping-Str. 41,2203.0,8930030.0,2203.0,89300329.0,114765@schule.nrw.de,http://www.ggs-wahn.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,365586.0,5635917.0,,50.859304,7.09014,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Adolph-Kolping-Str.,22038930030.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,55,18.3,0,7,48,12,9,33,39,"2024,2023,2022",Unfallatlas,Porz-Wahn,777,50.858162,7.079225,,Köln/Bonn Flughafen,3007,50.8790802,7.1193621,,Porz (Rhein),3216,50.8832667,7.0644885,,Rosenhügel,2682,50.8741926,7.0600808,,Zündorf,2981,50.8660632,7.0490364,,Porz Markt,3416,50.8828538,7.0588699,,Kornblumenweg,160,50.8583741,7.0918794,,Wahn Kirche,264,50.8576102,7.0875031,,"Bus (50.8570, 7.0862)",372,50.8570451,7.0862272,,16,47,"A, H",65.0
114777,2.0,Friedrich-List-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Köln, GG Friedrich-List-Schule",3.0,51149,Köln,Breitenbachstr. 2,2203.0,8959960.0,2203.0,89599615.0,114777@schule.nrw.de,http://www.ggs-friedrich-list.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,363339.0,5640723.0,,50.901972,7.056435,Grundschule,Öffentlich,Köln,Friedrich-List-Schule Städt. Gem. Grundschule - Primarstufe -,22038959960.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,16,5.3,0,1,15,4,4,9,180,"2024,2023,2022",Unfallatlas,Köln Steinstraße,749,50.8952751,7.0576212,,Köln Airport-Businesspark,1233,50.9102443,7.0447205,,Köln Frankfurter Straße,1534,50.9154189,7.0515293,,Ensen Kloster,836,50.8971655,7.0472593,,Steinstraße,1100,50.8920881,7.05572,,Porz Markt,1630,50.8873745,7.0585077,,Cheruskerstraße,154,50.9008938,7.0550621,,Am Hochkreuz,285,50.902788,7.0602945,,Talweg,306,50.9036526,7.0529837,,11,33,,65.0
114789,2.0,Städt. Gem. Grundschule,Hauptstr.,,"Köln, GG Hauptstr.",3.0,51143,Köln,Hauptstr. 432,2203.0,8955110.0,2203.0,89551122.0,114789@schule.nrw.de,http://www.ggs-hauptstrasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,363288.0,5639084.0,,50.887229,7.056324,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Hauptstr.,22038955110.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,92,30.7,0,9,83,33,21,55,48,"2024,2023,2022",Unfallatlas,Porz (Rhein),723,50.8832667,7.0644885,,Köln Steinstraße,899,50.8952751,7.0576212,,Köln Airport-Businesspark,2685,50.9102443,7.0447205,,Porz Markt,154,50.8873745,7.0585077,,Steinstraße,475,50.8914944,7.0565429,,Ensen Kloster,1274,50.8971474,7.0472214,,Porz Markt,302,50.8850732,7.0589468,,Glashüttenstraße,351,50.8884369,7.0609522,,Steinstraße,472,50.8914749,7.0561279,,7,22,,65.0
114790,2.0,Heideschule,Städt. Gem. Grundschule,- Primarstufe -,"Köln, GG Heideschule",3.0,51147,Köln,Neue Heide 25-27,2203.0,2030270.0,2203.0,20302720.0,114790@schule.nrw.de,http://www.heideschule-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,366267.0,5636110.0,,50.861197,7.09974,Grundschule,Öffentlich,Köln,Heideschule Städt. Gem. Grundschule - Primarstufe -,22032030270.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,66,22.0,1,5,60,16,12,43,217,"2024,2023,2022",Unfallatlas,Porz-Wahn,1479,50.858162,7.079225,,Köln/Bonn Flughafen,2419,50.8790802,7.1193621,,Porz (Rhein),3484,50.8832667,7.0644885,,Rosenhügel,3136,50.8741926,7.0600808,,Zündorf,3599,50.8660632,7.0490364,,Porz Markt,3745,50.8828538,7.0588699,,Sportplatzstraße,236,50.8597996,7.1022621,,Guntherstraße,265,50.8589092,7.1007752,,Bieselweg,270,50.8636226,7.0995319,,9,24,,50.0
114807,2.0,Peter Petersen Schule,Städt. Gem. Grundschule,- Primarstufe -,"Köln, GG Peter Petersen Friedensstr.",3.0,51147,Köln,Friedensstr. 41-45,2203.0,2022330.0,2203.0,20223355.0,114807@schule.nrw.de,https://www.ppsgrengel.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,366395.0,5637697.0,,50.87549,7.100978,Grundschule,Öffentlich,Köln,Peter Petersen Schule Städt. Gem. Grundschule - Primarstufe -,22032022330.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,12,4.0,0,3,9,4,1,5,118,"2024,2023,2022",Unfallatlas,Köln/Bonn Flughafen,1350,50.8790802,7.1193621,,Porz-Wahn,2458,50.858162,7.079225,,Porz (Rhein),2702,50.8832667,7.0644885,,Rosenhügel,2873,50.8741926,7.0600808,,Porz Markt,3066,50.8828538,7.0588699,,Steinstraße,3589,50.8914944,7.0565429,,Friedensstraße,296,50.8771951,7.0977358,,Wiesenweg,345,50.8730039,7.0980449,,Kaserne Nordtor,518,50.8725934,7.1067651,,3,23,,35.0
114819,2.0,Don-Bosco-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Köln, GG Don-Bosco-Schule",3.0,51145,Köln,Humboldtstr. 81-83,2203.0,2029980.0,2203.0,20299831.0,114819@schule.nrw.de,http://www.ggs-don-bosco.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,364242.0,5639110.0,,50.887688,7.069869,Grundschule,Öffentlich,Köln,Don-Bosco-Schule Städt. Gem. Grundschule - Primarstufe -,22032029980.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,24,8.0,0,1,23,13,4,13,56,"2024,2023,2022",Unfallatlas,Porz (Rhein),620,50.8832667,7.0644885,,Köln Steinstraße,1204,50.8952751,7.0576212,,Köln Airport-Businesspark,3066,50.9102443,7.0447205,,Porz Markt,798,50.8873745,7.0585077,,Steinstraße,1026,50.8914944,7.0565429,,Rosenhügel,1650,50.8741926,7.0600808,,Kopernikusschule,53,50.8875533,7.0705926,,Siemensstraße,233,50.8857163,7.0709918,,Siemensstr.,238,50.8856935,7.0710835,,13,49,,65.0
114820,2.0,Städt. Gem. Grundschule,Hohe Str.,,"Köln, GG Hohe Str.",3.0,51149,Köln,Hohe Str. 77-79,2203.0,8930020.0,2203.0,89300219.0,114820@schule.nrw.de,http://www.ggs-hohe-strasse-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,361450.0,5640210.0,,50.896911,7.029782,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Hohe Str.,22038930020.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,23,7.7,0,1,22,8,5,16,98,"2024,2023,2022",Unfallatlas,Köln Airport-Businesspark,1815,50.9102443,7.0447205,,Köln Steinstraße,1961,50.8952751,7.0576212,,Köln Frankfurter Straße,2561,50.9154189,7.0515293,,Gilgaustraße,307,50.8996474,7.0303646,,Westhoven Berliner Straße,543,50.9011739,7.0260044,,Ensen Kloster,1223,50.8971474,7.0472214,,"Bus (50.8968, 7.0285)",93,50.8967611,7.0284763,,Campingplatz,832,50.8907695,7.0230046,,Uferstraße,1516,50.8917543,7.0097682,,3,6,,47.0
114832,2.0,Gem. Grundschule Unter Birken,der Stadt Köln,- Primarstufe -,"Köln, GG Unter Birken",3.0,51145,Köln,Schulstr. 23,2203.0,31418.0,2203.0,997553.0,114832@schule.nrw.de,http://www.ggs-unterbirken.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,364913.0,5639696.0,,50.893112,7.079187,Grundschule,Öffentlich,Köln,Gem. Grundschule Unter Birken der Stadt Köln - Primarstufe -,220331418.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,47,15.7,1,7,39,11,7,24,98,"2024,2023,2022",Unfallatlas,Porz (Rhein),1504,50.8832667,7.0644885,,Köln Steinstraße,1532,50.8952751,7.0576212,,Köln Airport-Businesspark,3077,50.9102443,7.0447205,,Porz Markt,1585,50.8873745,7.0585077,,Steinstraße,1598,50.8914944,7.0565429,,Ensen Kloster,2284,50.8971655,7.0472593,,"Eil, Kirche",117,50.8923859,7.07798,,Eil Kirche,128,50.8922924,7.0779072,,Leidenhausener Str.,193,50.8948258,7.078778,,15,33,,50.0
114844,2.0,Städt. Kath. Grundschule,Hinter der Kirche,,"Köln, KG Hinter der Kirche",3.0,51143,Köln,Hinter der Kirche 3-5,2203.0,8998660.0,2203.0,89986622.0,114844@schule.nrw.de,http://www.kgs-hinterderkirche.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,359551.0,5634510.0,,50.845225,7.004984,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Hinter der Kirche,22038998660.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,4,1.3,0,2,2,0,0,2,203,"2024,2023,2022",Unfallatlas,Porz-Wahn,5407,50.858162,7.079225,,Porz (Rhein),5944,50.8832667,7.0644885,,Köln Steinstraße,6680,50.8952751,7.0576212,,Godorf,1880,50.8471216,6.9783719,,Sürth Bahnhof,2147,50.8645156,7.0037019,KSU,Wesseling Nord,2815,50.8318744,6.9709154,,Langel Kirche,189,50.8446539,7.0075128,,Langel Süd,431,50.8415511,7.0069458,,Porz-Langel Zur Eiche,494,50.8485975,7.0095691,,10,16,,50.0
114856,2.0,Städt. Gem. Grundschule,Schmittgasse,,"Köln, GG Schmittgasse",3.0,51143,Köln,Schmittgasse 66,2203.0,2020740.0,2203.0,20207420.0,114856@schule.nrw.de,http://www.ggs-schmittgasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,362478.0,5636783.0,,50.866357,7.04568,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Schmittgasse,22032020740.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,32,10.7,0,2,30,14,12,21,40,"2024,2023,2022",Unfallatlas,Porz (Rhein),2297,50.8832667,7.0644885,,Porz-Wahn,2525,50.858162,7.079225,,Köln Steinstraße,3323,50.8952751,7.0576212,,Zündorf,235,50.8660801,7.0489968,,Rosenhügel,1333,50.8741957,7.0600489,,Porz Markt,2055,50.8828538,7.0588699,,Zündorf Mitte,29,50.8663207,7.0452767,,Zündorf,206,50.8658404,7.0485056,,Zündorf Groov,223,50.8681615,7.0443036,,16,24,,70.0
114868,2.0,Städt. Kath. Grundschule,Kupfergasse,,"Köln, KG Kupfergasse",3.0,51145,Köln,Kupfergasse 31,2203.0,922810.0,2203.0,9228144.0,114868@schule.nrw.de,http://www.kgs-kupfergasse.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,365043.0,5638304.0,,50.880631,7.081548,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Kupfergasse,2203922810.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,63,21.0,1,15,47,17,24,38,14,"2024,2023,2022",Unfallatlas,Porz (Rhein),1232,50.8832667,7.0644885,,Köln Steinstraße,2338,50.8952751,7.0576212,,Porz-Wahn,2504,50.858162,7.079225,,Porz Markt,1610,50.8828538,7.0588699,,Rosenhügel,1668,50.8741926,7.0600808,,Steinstraße,2130,50.8914944,7.0565429,,Urbach Kaiserstraße,91,50.8813581,7.0809583,,Urbach Waldstraße,127,50.8813498,7.0829568,,"Urbach, Waldstraße",127,50.8812745,7.0830513,,10,36,,50.0
114870,2.0,Städt. Gem. Grundschule,Konrad-Adenauer-Str.,,"Köln, GG Konrad-Adenauer-Str.",3.0,51149,Köln,Konrad-Adenauer-Str. 20,2203.0,8988670.0,2203.0,89886710.0,114870@schule.nrw.de,http://www.ggs-konrad-adenauer-str.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,363957.0,5640027.0,,50.895862,7.065478,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Konrad-Adenauer-Str.,22038988670.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,30,10.0,1,3,26,15,5,18,45,"2024,2023,2022",Unfallatlas,Köln Steinstraße,555,50.8952751,7.0576212,,Porz (Rhein),1402,50.8832667,7.0644885,,Köln Airport-Businesspark,2162,50.9102443,7.0447205,,Steinstraße,793,50.8914944,7.0565429,,Porz Markt,1063,50.8873745,7.0585077,,Ensen Kloster,1286,50.8971655,7.0472593,,Theodor-Heuss-Straße,124,50.8969583,7.0651831,,Stresemannstraße,300,50.8969912,7.0615959,,Steinstraße S-Bahn Süd,528,50.8954547,7.057974,,4,47,,55.0
