schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved
5013,Robert-Koch-Schule,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Weiterführende allgemeinbildende Schule",5-10,Luciusstraße 2,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.0981,8.54268,+49 69 212 45567,+49 69 212 45805,poststelle.robert-koch-schule@stadt-frankfurt.de,http://www.robert-koch-schule-frankfurt.de,Stadt Frankfurt am Main,,,Harald Kern,Ariane Prostka-Norden,587.0,20.0,07:50 bis 13:05 Uhr / Sport für die Klassen 10 in der Zeit von 13:30 - 16:30 Uhr,,,,,Deutsch,,Englisch,"Französisch, Herkunftssprachlicher Unterricht, Türkisch",,"Englisch, Französisch, Herkunftssprachlicher Unterricht, Türkisch",,,"Angebote zur beruflichen Orientierung, Förderung der Deutschkenntnisse, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Pausenverkauf",,,,,"Robert Koch (1843-1910), Bakteriologe",,,,16.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/robert-koch-schule,robert-koch-schule,Frankfurt Schulwegweiser,2026-04-06
5109,Schillerschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Morgensternstraße 3,60596,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.1018,8.67766,+49 69 212 33058,+49 69 212 40563,poststelle.schillerschule@stadt-frankfurt.de,http://www.schillerschule.de,Stadt Frankfurt am Main,,,Michael Haas,Beatrix Weirich,1224.0,52.0,07:45 bis 17:55,,"Schwerpunkt Sprachen, Schwerpunkt Informatik, Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Naturwissenschaften",,,,,Englisch,"Französisch, Latein",Spanisch,"Englisch, Französisch, Latein, Spanisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"Angebote zur beruflichen Orientierung, Ganztägig arbeitende Schule, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Schülerzeitung",,"""Schule mit besonderer musikalischer Förderung""","""Förderverein der Schillerschule""; Ansprechpartner/in: Herr Buxbaum",Schüleraustausch,"Friedrich Schiller (1759-1805), Dichter",,,Gym 9,13.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/schillerschule,schillerschule,Frankfurt Schulwegweiser,2026-04-06
6109,Schule am Mainbogen,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Fachfeldstraße 34,60386,Frankfurt am Main,Frankfurt am Main,Hessen,Fechenheim,50.1219,8.75743,+49 69 212 48994,+49 69 212 49110,poststelle.schule-am-mainbogen@stadt-frankfurt.de,http://www.schule-am-mainbogen.de,Stadt Frankfurt am Main,,,Dennis Rahmann,,540.0,29.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,Deutsch,,Englisch,"Französisch, Spanisch","Französisch, Spanisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch","Englisch, Französisch, Spanisch, Französisch, Spanisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Pausenverkauf",,„Umweltschule“; Gütesiegel: Berufs- und Studienorientierung,"""Förderverein der Gesamtschule Fechenheim"", Ansprechpartner/in: Christine Georg, Markus Kunkel",,,,,,46.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/schule-am-mainbogen,schule-am-mainbogen,Frankfurt Schulwegweiser,2026-04-06
6055,Schule am Ried,Kooperative Gesamtschule (KGS),weiterfuehrende-allgemeinbildende-schulen,"Kooperative Gesamtschule (KGS), Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",5-13,Barbarossastraße 65,60388,Frankfurt am Main,Frankfurt am Main,Hessen,Bergen-Enkheim,50.1473,8.76252,+49 69 212 41256,+49 69 212 47538,poststelle.schule-am-ried@stadt-frankfurt.de,http://www.schule-am-ried.de,Stadt Frankfurt am Main,,,Dr. Elke Schmidt,Thomas Müller-Wilms,1400.0,59.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Sport",,,Deutsch,,Englisch,"Französisch, Latein","Italienisch, Spanisch","Englisch, Französisch, Latein, Italienisch, Spanisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen",,"Umweltschule, MINT-EC-Schule, Schule mit Schwerpunkt Musik","""Verein der Freunde und Förderer der Schule am Ried""",Von der Stadtbücherei aufgebaut und organisiert.,Benannt nach ihrer Lage im Stadtteil,,,,26.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/schule-am-ried,schule-am-ried,Frankfurt Schulwegweiser,2026-04-06
4415,Stadtgymnasium Frankfurt,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,Elisabeth-Norgall-Straße 1,60487,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1255059,8.6297126,,,,https://stadtgymnasium-frankfurt.de/,Stadt Frankfurt am Main,,,Torsten Schulz,Julius Degünther,180.0,,,,,,,,,Englisch,"Spanisch, Latein, Französisch, Bilingual, Englisch",,"Englisch, Spanisch, Latein, Französisch, Bilingual, Englisch",,Schule mit Ganztagsangeboten - Profil 2,,,,,Von der Stadtbücherei aufgebaut und organisiert.,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/stadtgymnasium-frankfurt,stadtgymnasium-frankfurt,Frankfurt Schulwegweiser,2026-04-06
4405,Toni-Sender-Oberstufe,Gymnasiale Oberstufe,weiterfuehrende-allgemeinbildende-schulen,"Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",11-13,Voltastraße 1a,60486,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1165541,8.6415209,+49 69 212 44355,,poststelle.toni-sender-oberstufe@stadt-frankfurt.de,https://tso-ffm.de,Stadt Frankfurt am Main,,,Marcus Bohnenberger,Inga Perrey,480.0,20.0,07:50 bis 17:45 Uhr,,,,,Deutsch,,"Englisch, Französisch","Englisch, Französisch, Latein, Spanisch, Weitere Sprachangebote, Spanisch, Polnisch",,"Englisch, Französisch, Englisch, Französisch, Latein, Spanisch, Weitere Sprachangebote, Spanisch, Polnisch",,,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung der Deutschkenntnisse, Schüleraustausch",,,Förderverein der Toni-Sender-Oberstufe e.V.,Von der Stadtbücherei aufgebaut und organisiert.,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/neue-gymnasiale-oberstufe,neue-gymnasiale-oberstufe,Frankfurt Schulwegweiser,2026-04-06
3109,Walter-Kolb-Schule,Haupt- und Realschule,weiterfuehrende-allgemeinbildende-schulen,"Haupt- und Realschule, Weiterführende allgemeinbildende Schule",1-10,Sossenheimer Weg 50-54,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Unterliederbach,50.1133,8.54343,+49 69 212 45478,,sekretariat@walter-kolb-schule.de,https://walter-kolb-schule.de/,Stadt Frankfurt am Main,,,Sabine Fischer,Marika Just,800.0,35.0,08:00 bis 17:00 Uhr,,"Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,Deutsch,Englisch,Englisch,"Französisch, Spanisch, Herkunftssprachlicher Unterricht, Italienisch, Kroatisch, Türkisch",,"Englisch, Englisch, Französisch, Spanisch, Herkunftssprachlicher Unterricht, Italienisch, Kroatisch, Türkisch",,Schule mit Frühbetreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,"""Freunde der Walter-Kolb-Schule Ulb e.V."", Ansprechpartner/in: Alexander Emrich",Schülerzeitung,"Walter Kolb (1902-1956), erster gewählter Frankfurter Oberbürgermeister nach 1945",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/walter-kolb-schule,walter-kolb-schule,Frankfurt Schulwegweiser,2026-04-06
6266,Wilhelm-Merton-Schule,Berufliche Schule,weiterfuehrende-allgemeinbildende-schulen,"Berufliche Schule, Abendhaupt- und Abendrealschule, InteA, Weiterführende allgemeinbildende Schule, Fachschule für Betriebswirtschaft",,Andreaestraße 24,60385,Frankfurt am Main,Frankfurt am Main,Hessen,,50.142,8.66371,+49 69 212 46810,+49 69 212 46809,poststelle.wilhelm-merton-schule@stadt-frankfurt.de,http://www.wilhelm-merton-schule.de,Stadt Frankfurt am Main,,,Corina Lucke,Verena Ebert,1600.0,80.0,,,,,,Deutsch,,Englisch,,,Englisch,,,"Kooperationspartner, Pausenverkauf",,,,,"Wilhelm Merton (1848 - 1916): Unternehmer, Sozialpolitiker, Mäzen","Wirtschaft und Verwaltung, Ernährung und Hauswirtschaft","Kaufmann/Kauffrau für Büromanagement, Sport- und Fitnesskaufmann/-frau, Sportfachmann/-frau",Fachschule für Betriebswirtschaft,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/wilhelm-merton-schule,wilhelm-merton-schule,Frankfurt Schulwegweiser,2026-04-06
5101,Wöhlerschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Mierendorffstraße 6,60320,Frankfurt am Main,Frankfurt am Main,Hessen,Dornbusch,50.1414,8.67419,+49 69 212 35333,+49 69 212 32057,poststelle.woehlerschule@stadt-frankfurt.de,http://www.woehlerschule.de,Stadt Frankfurt am Main,,,Maria Benning,Dr. Gesa Köhl,1340.0,32.0,08:00 bis 18:00 Uhr,,"Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Musik, Umweltschule",,,Deutsch,,Englisch,"Französisch, Latein","Spanisch, Weitere Sprachangebote, Chinesisch, Spanisch","Englisch, Französisch, Latein, Spanisch, Weitere Sprachangebote, Chinesisch, Spanisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Ganztägig arbeitende Schule, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Pausenverkauf, Schüleraustausch, Schülerzeitung",,"Prädikat: Schwerpunkt Musik, MINT-EC-Schule, UNESCO-Projektschule, Umweltschule","""Gesellschaft der Freunde und Förderer der Wöhlerschule"", Ansprechpartner/in: Frau Bergmann (Vorsitzende)",Schulzeitung,"August Anton Wöhler (1771-1850), Mitbegründer der Polytechnischen Gesellschaft Frankfurt",,,,11.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/woehlerschule,woehlerschule,Frankfurt Schulwegweiser,2026-04-06
4771,Alois-Eckert-Schule,Förderschule,foerderschulen,Förderschule,1-9,Eschenheimer Anlage 20a,60318,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1197183,8.6846519,+49 69 5962716,+49 69 59790150,alois-eckert-schule@jj-ev.de,,Private Träger,Jugendberatung und Jugendhilfe e. V.,Staatlich anerkannte Ersatzschule,Philipp Schultze,,40.0,,,,"Schwerpunkt Kunst, Schwerpunkt Musik",,,Deutsch,,,,,,,,,,,,,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/alois-eckert-schule,alois-eckert-schule,Frankfurt Schulwegweiser,2026-04-06
4782,Berthold-Simonsohn-Schule,Förderschule,foerderschulen,Förderschule,,Stresemannallee 13,60596,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.0997,8.60645,+49 69 212 39407,+49 69 212 39093,Poststelle.Berthold-Simonsohn-Schule@stadt-frankfurt.de,https://berthold-simonsohn-schule.de,Stadt Frankfurt am Main,,,Jan Kofranek,Roswitha Bonacker,25.0,3.0,8:00-15:30,,,,,Deutsch,,,,,,,,Gewaltprävention,,,"Förderverein des Zentrums für Erziehungshilfe und der Berthold-Simonsohn-Schule, Frankfurt am Main",,"Prof. Dr. Berthold Simonsohn (1912 - 1978), Jurist, Sozialpädagoge",,,Regionales Beratungs- und Förderzentrum,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/berthold-simonsohn-schule-zentrum-fuer-erziehungshilfe,berthold-simonsohn-schule-zentrum-fuer-erziehungshilfe,Frankfurt Schulwegweiser,2026-04-06
SW-bildungszentrum-hermann-hesse,Bildungszentrum Hermann Hesse,Förderschule,foerderschulen,"Förderschule, Gymnasiale Oberstufe",,Hainer Weg 98,60599,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.0966441,8.6943686,+49 69 6809090,+49 69 68090922,bzh-jj@jj-ev.de,https://bzh.jj-ev.de/,Private Träger,Jugendberatung und Jugendhilfe e. V. (JJ),staatlich anerkannte private Förderschule mit gymnasialer Oberstufe,Jan Große,,110.0,8.0,08:30 bis 12:55 Uhr; 13:30 bis 16:40 Uhr,,,,,,,Englisch,Französisch,,"Englisch, Französisch",,,,,,,,"Hermann Hesse (1877-1962), Autor",,,"Schule für Menschen zwischen 15 und 35 Jahren mit einer Sucht- oder anderen, psychischen Erkrankung;",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/bildungszentrum-hermann-hesse,bildungszentrum-hermann-hesse,Frankfurt Schulwegweiser,2026-04-06
4611,Bürgermeister-Grimm-Schule,Förderschule,foerderschulen,Förderschule,1-9,Ackermannstraße 39,60326,Frankfurt am Main,Frankfurt am Main,Hessen,Gallus,50.099582,8.6255091,+49 69 212 35509,+49 69 212 42570,poststelle.buergermeister-grimm-schule@stadt-frankfurt.de,https://www.buergermeister-grimm-schule.de/,Stadt Frankfurt am Main,Stadt Frankfurt am Main,,Ute Schulze,Julia Reif,140.0,11.0,siehe Erläuterung der Unterrichtszeit,,,,,,,,,,,Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Ganztägig arbeitende Schule, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,"""Förderverein der Bürgermeister-Grimm-Schule der Stadt Frankfurt am Main e.V."", Ansprechpartnerin: Frau Mück, Frau Schulze",Schülerzeitung,"Otto Grimm (1855-1925), Bürgermeister von 1906-1913",,,Regionales Beratungs- und Förderzentrum,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/buergermeister-grimm-schule,buergermeister-grimm-schule,Frankfurt Schulwegweiser,2026-04-06
4612,Charles-Hallgarten-Schule,Förderschule,foerderschulen,Förderschule,1-10,Am Bornheimer Hang 10,60386,Frankfurt am Main,Frankfurt am Main,Hessen,Bornheim,50.1329237,8.7204574,+49 69 212 77010,+49 69 212 77050,poststelle.charles-hallgarten-schule@stadt-frankfurt.de,http://www.charles-hallgarten-schule.de,Stadt Frankfurt am Main,,,Sabine Krämer,"Vera Halstenbach, Elvira Rauschenberg (rBFZ)",120.0,9.0,08.30 - 15.00 Uhr,,,Profile und Schwerpunkte,,Deutsch,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 3,"AGs am Nachmittag, Förderung der Deutschkenntnisse, Ganztägig arbeitende Schule, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Mittagessen",,"""Starke Schule"" (Deutschlands beste Schulen, die zur Ausbildungsreife führen) und das ""OloV-Gütesiegel"" (Optimierung der lokalen Vermittlungsarbeit im Übergang Schule-Beruf)","""Förderverein der Hallgartenschule e.V."", Ansprechpartnerin: Frau Tuppatsch, poststelle@charles-hallgarten-Schule@stadt-frankurt.de",,"Charles Hallgarten (1838-1908), Philanthrop",,,Regionales Beratungs- und Förderzentrum,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/charles-hallgarten-schule,charles-hallgarten-schule,Frankfurt Schulwegweiser,2026-04-06
4610,Fritz-Redl-Schule,Förderschule,foerderschulen,Förderschule,1-10,Kurmainzer Straße 20,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1072456,8.5525914,+49 69 212 42021,+49 69 212 48599,poststelle.fritz-redl-schule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Stephen Kasper,,40.0,4.0,08:00 Uhr bis 13:30 Uhr,,,,,,,Englisch,,,Englisch,,,"Angebote zur beruflichen Orientierung, Gewaltprävention, Hausaufgabenhilfe/-betreuung",,,Besteht seit 2015,,"Benannt nach Fritz Redl, einem bedeutenden Pädagogen der Erziehungshilfepädagogik",,,"Regionales Beratungs- und Förderzentrum (Leverkuser Straße 20, 60929 Frankfurt, Tel. 069 - 212-41163, E-Mail: poststelle.bfz-west@stadt-frankfurt.de)",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/fritz-redl-schule,fritz-redl-schule,Frankfurt Schulwegweiser,2026-04-06
4605,Heinrich-Hoffmann-Schule,Förderschule,foerderschulen,Förderschule,0. Vorschule,Marienburgstraße 4,60528,Frankfurt am Main,Frankfurt am Main,Hessen,Niederrad,50.0922415,8.6491659,+49 69 212 31115,+49 69 212 75959,poststelle.heinrich-hoffmann-schule@stadt-frankfurt.de,http://www.heinrich-hoffmann-schule.de,Stadt Frankfurt am Main,,,Stefanie Podzun,Marko Schaffner,234.0,40.0,08:00 bis 18:00 Uhr,,,,,Deutsch,,Englisch,"Französisch, Latein","Spanisch, Weitere Sprachangebote, Russisch","Englisch, Französisch, Latein, Spanisch, Weitere Sprachangebote, Russisch",,,,,,"""Verein der Freunde und Förderer der Schule für Kranke für Kranke e.V."", Ansprechpartner/in: Frau Birgit Neitzel-Gehrig",,"Heinrich Hoffmann (1809-1894), angesehener Frankfurter Bürger, der als Arzt die Psychiatrie wegweisend reformiert hat und durch sein Kinderbuch ""Der Struwwelpeter"" weltweit bekannt wurde.",,,"Die Heinrich-Hoffmann-Schule beschult Schülerinnen und Schüler, die aufgrund einer ärztlich festgestellten physischen, psychischen oder somatischen Beeinträchtigung nicht am Unterricht der Stammschule teilnehmen können.",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/heinrich-hoffmann-schule,heinrich-hoffmann-schule,Frankfurt Schulwegweiser,2026-04-06
4608,Hermann-Herzog-Schule,Förderschule,foerderschulen,Förderschule,1-10,Gutleutstraße 295-301,60327,Frankfurt am Main,Frankfurt am Main,Hessen,Gutleutviertel,50.0976581,8.649787,+49 69 242686 70,+49 69 242686 39,info@hhs-frankfurt.de,https://hhs-ffm.de/wp_hhs/,Sonstige Träger,Landeswohlfahrtsverband (LWV) Hessen,,Tanja Marquardt,Bettina Hoffmann,94.0,11.0,8:15 Uhr - 14:55 Uhr,,Schwerpunkt Neue Technologien,,,Deutsch,,Englisch,,,Englisch,Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"Besondere Leseförderung, Kooperationspartner, Pausenverkauf",,,Verein der Freunde und Förderer der Herman-Herzog-Schule e.V.,,"Herman Herzog (1876 - 1960), Vorkämpfer für die Sehbehinderten-Pädagogik",,,Überregionales Beratungs- und Förderzentrum,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/hermann-herzog-schule,hermann-herzog-schule,Frankfurt Schulwegweiser,2026-04-06
4609,Hermann-Luppe-Schule,Förderschule,foerderschulen,Förderschule,1-7,An der Praunheimer Mühle 7,60488,Frankfurt am Main,Frankfurt am Main,Hessen,Praunheim,50.1501782,8.6245901,+49 69 212 32188,,poststelle.hermann-luppe-schule@stadt-frankfurt.de,http://www.hermann-luppe-schule.de,Stadt Frankfurt am Main,,,Juliane Schneider,,60.0,5.0,08:00 Uhr bis 13:00 Uhr,,,,,Deutsch,Englisch,Englisch,,,"Englisch, Englisch",,Schule mit Frühbetreuung,Jugendhilfeangebot,,,"""Förderverein der Hermann-Luppe-Schule e.V."", Ansprechpartner/in: Melanie Volk",,"Hermann Luppe (1874 - 1945) Stadtrat und zweiter Bürgermeister in Frankfurt/M, er hat maßgeblich zur Gründung des Jugendamtes beigetragen. Bürgermeister der Stadt Nürnberg, von den Nazis 1933 aus dem Amt entfernt, starb 1945 durch einen Bombenangriff in seiner Heimatstadt Kiel.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/hermann-luppe-schule,hermann-luppe-schule,Frankfurt Schulwegweiser,2026-04-06
4614,Johann-Hinrich-Wichern-Schule,Förderschule,foerderschulen,Förderschule,1-10,Victor-Gollancz-Weg 4,60433,Frankfurt am Main,Frankfurt am Main,Hessen,Eschersheim,50.157657,8.6622847,+49 69 212 35134,,poststelle.johann-hinrich-wichern-schule@stadt-frankfurt.de,https://jhws-rbfz-mitte-nord.de/,Stadt Frankfurt am Main,,,Martina Franke,Julia Adler,300.0,23.0,08:00 bis 12:45 Uhr,,"Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Sport",,,Deutsch,,Englisch,,,Englisch,Ganztagsangebote,Schule mit Frühbetreuung,"Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Pausenverkauf",,,"""Förderverein der Johann-Hinrich-Wichern-Schule"", Ansprechpartner/in: Marion Knögel",,Johann Hinrich Wichern (1808-1881) Er setzte sich für vernachlässigte junge Menschen ein. Seine sozialpädagogischen Theorien und sein Wirken dienen der Schule zum Vorbild.,,,"Regionales Beratungs- und Förderzentrum - VM für Sprache und Lernen, Inklusiver Unterricht für alle Behinderungen und Beeinträchtigungen",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/johann-hinrich-wichern-schule,johann-hinrich-wichern-schule,Frankfurt Schulwegweiser,2026-04-06
4602,Kasinoschule,Förderschule,foerderschulen,Förderschule,1-10,Kasinostraße 4,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1015528,8.5510955,+49 69 212 45554,+49 69 212 45843,poststelle.kasinoschule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Kerstin Döring,,170.0,15.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Neue Technologien, Schwerpunkt Sport",,,Deutsch,,,,,,Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf, Schülerzeitung, Erläuterungen der Angebote",,,"""Freunde und Förderer der Kasinoschule"", Ansprechpartner/in: Herr Buhl",,Im Gebäude der Kasinoschule befand sich vor 1925 ein Kasino.,,,Regionales sonderpädagogisches Beratungs- und Förderzentrum,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/kasinoschule,kasinoschule,Frankfurt Schulwegweiser,2026-04-06
4604,Michael-Schule,Förderschule,foerderschulen,Förderschule,1-4,Eichhörnchenpfad 4,65933,Frankfurt am Main,Frankfurt am Main,Hessen,Griesheim,50.1284,8.61129,+49 69 93995580,+49 69 939955820,Info@michael-schule-frankfurt.de,http://www.michael-schule-frankfurt.de,Private Träger,,,Frau Birkelbach,,94.0,9.0,"08:30 bis 12:10 Uhr, 13:00 Uhr oder 15:30 Uhr, je nach Klassenstufe",,,,,Deutsch,,,,,,,,"Mittagessen, Erläuterungen der Angebote",,,,,In Anlehnung an den heiligen St. Michael,,,"Mit den Förderschwerpunkten: Lernen und geistige Entwicklung, Emotionale und soziale Entwicklung",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/michael-schule,michael-schule,Frankfurt Schulwegweiser,2026-04-06
3168,Monikahausschule,Förderschule,foerderschulen,"Förderschule, Grundschule",1-6,Kriegkstraße 32-36,60326,Frankfurt am Main,Frankfurt am Main,Hessen,Gallus,50.1032603,8.6393839,+49 69 973823 0,+49 69 973823 55,Monikahaus@skf-frankfurt.de,,Private Träger,Sozialdienst katholischer Frauen e.V. Frankfurt,Staatlich genehmigte Ersatzschule,Elisabeth Wapenhensch,,27.0,3.0,08:00 bis 12:30 Uhr,,,,,Deutsch,,,,,,,,,,,,,Heilige Monika,,,,11.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/monikahausschule,monikahausschule,Frankfurt Schulwegweiser,2026-04-06
