schulnummer,schulname,schulart,strasse,plz,ortsteil,bezirk,telefon,email,website,leitung
04G14,Reinhold-Otto-Grundschule,Grundschule,Leistikowstr. 7-8,14050,Westend,,+49 30 3641050120,04G14@04G14.schule.berlin.de,http://www.reinhold-otto.de,"de Vries, Arno"
12G24,Renée-Sintenis-Grundschule,Grundschule,Laurinsteig 39-45,13465,Frohnau,,+49 30 40605910,sekretariat@rsg.schule.berlin.de,http://www.Renee-Sintenis-Grundschule.de,"Dzembritzki, Kerstin"
08G17,Richard-Schule (Grundschule),Grundschule,Richardplatz 14,12055,Neukölln,,+49 30 290283100,%0908G17@08G17.schule.berlin.de,http://www.richard-grundschule.de,"Dr. Wagner, Alexandra"
11G14,Richard-Wagner-Schule (Grundschule),Grundschule,Ehrenfelsstr. 36,10318,Karlshorst,,+49 30 5099078,sekretariat@richard-wagner.schule.berlin.de,https://www.richard-wagner-grundschule.de,"Schreck, Juliane"
12G11,Ringelnatz-Grundschule,Grundschule,Wilhelm-Gericke-Str. 7-13,13437,Wittenau,,+49 30 4148700,sekretariat@ringelnatz-grundschule.de,http://www.ringelnatz-grundschule.de,"Dr. Jeschke, Katrin"
08G01,Rixdorfer Schule (Grundschule),Grundschule,Donaustr. 120,12043,Neukölln,,+49 30 6139260,schulleitung@rixdorfer.schule.berlin.de,https://rixdorfer.schule.de,"Bertram, Katja"
05G11,Robert-Reinick-Grundschule,Grundschule,Jungfernheideweg 33-49,13629,Siemensstadt,,+49 30 36702460,05G11@05g11.schule.berlin.de,https://www.robert-reinick-grundschule.de,N.N.
11G08,Robinson-Schule (Grundschule),Grundschule,Wönnichstr. 7,10317,Rummelsburg,,+49 30 5228089811,11G08@11G08.schule.berlin.de,http://www.robinsonschule-berlin.de,"Borning, Ute"
02G35,Rosa-Parks-Grundschule,Grundschule,Reichenberger Str. 65,10999,Kreuzberg,,+49 30 22502511,02G35@02G35.schule.berlin.de,https://www.rosa-parks-grundschule.de,"Hänel, Holger"
08G37,Rose-Oehmichen-Schule (Grundschule),Grundschule,Lieselotte-Berger-Str. 65,12355,Rudow,,+49 30 6698810,%09sekretariat@08g37.schule.berlin.de,http://www.neu.rose-oehmichen-schule-berlin.de,"Schulze, Melanie"
06G16,Rothenburg-Grundschule,Grundschule,Rothenburgstr. 16-17,12165,Steglitz,,+49 30 902992314,Schulleitung@rothenburg.schule.berlin.de,https://www.rothenburg-grundschule.de,"Krins, Kerstin"
07G27,Rudolf-Hildebrand-Grundschule,Grundschule,Friedenstr. 23-25,12107,Mariendorf,,+49 30 902777456,sekretariat@rhg.schule.berlin.de,http://rhg.schule/,"Dippold, Paul"
01G25,Rudolf-Wissell-Grundschule,Grundschule,Ellerbeker Str. 7-8,13357,Gesundbrunnen,,+49 30 49799940,%09%09Schulleitung@rudolf-wissell.schule.berlin.de,http://www.rudolf-wissell-grundschule.de,"Eckert, Tanja"
07G16,Ruppin-Grundschule,Grundschule,Offenbacher Str. 5A,14197,Friedenau,,+49 30 902777907,sekretariat@ruppin.schule.berlin.de,https://www.ruppin-grundschule.de,"Saxinger, René"
10P09,Sabine-Ball-Grundschule,Grundschule,Lichtenhainer Str. 2,12627,Hellersdorf,,+49 30 4431237200,sabine-ball@christburg-campus.de,http://www.christburg-campus.de,"Lein, Jana"
06G14,Sachsenwald-Grundschule,Grundschule,Sachsenwaldstr. 20-21,12157,Steglitz,,+49 30 79742910,sekretariat@sachsenwald.schule.berlin.de,http://www.sachsenwald-grundschule.de,"Waldschmidt, Annika"
07G12,Scharmützelsee-Grundschule,Grundschule,Hohenstaufenstr. 49,10779,Schöneberg,,+49 30 902777162,%09sekretariat@scharmuetzelsee.schule.berlin.de,http://www.scharmuetzelseegrundschule.de,"Wattenberg, Helke- Kathrin"
07G23,Schätzelberg-Grundschule,Grundschule,Wolfsburger Weg 13-19,12109,Mariendorf,,+49 30 902777462,%0907G23@07G23.schule.berlin.de,http://www.schaetzelberg-grundschule.de,"Veer, Christina"
04P02,Schele-Schule (Gemeinschaftsschule),Grundschule,Olympische Str. 23,14052,Westend,,+49 30 3044990,buero@schele-schule.de,https://www.schele-schule.de,"Rothe, Hagen"
04G12,Schinkel-Grundschule,Grundschule,Nithackstr. 8,10585,Charlottenburg,,+49 30 902924001,sekretariat@schinkel.schule.berlin.de,http://www.schinkel-grundschule.de,"Göber-Vogel, Ulrike"
11G38,Schlaufuchs-Grundschule,Grundschule,Paul-Junius-Str. 69,10369,Fennpfuhl,,+49 30 36417613,%09sekretariat@11G38.schule.berlin.de,http://schlaufuchs-grundschule.de,"Tänzer, Fabian"
08G11,Schliemann-Grundschule,Grundschule,Groß-Ziethener Chaussee 81,12355,Rudow,,+49 30 6636053,sekretariat@schliemann-grundschule.de,http://www.schliemann-grundschule.de,"Stein, Monika"
11G31,Schmetterlings-Grundschule,Grundschule,Dolgenseestr. 60,10319,Friedrichsfelde,,+49 30 50018865,Sekretariat@11G31.schule.berlin.de,http://www.schmetterlings-grundschule.de,"Miotke, Cordula"
09G29,Schmöckwitzer Insel-Schule (Grundschule),Grundschule,Adlergestell 776,12527,Schmöckwitz,,+49 30 6758444,grundschule-schmoeckwitz@gmx.de,http://www.schm%c3%b6ckis.de,"Sander, Kerstin"
09G13,Schule am Altglienicker Wasserturm (Grundschule),Grundschule,Sachsenstr. 22,12524,Altglienicke,,+49 30 6728913,%09info@wasserturm-schule.de,https://wasserturm-schule.de,"Mager, Marcel"
09G10,Schule am Berg (Grundschule),Grundschule,Köpenicker Str. 31,12524,Altglienicke,,+49 30 6728350,09G10@09G10.schule.berlin.de,https://www.schuleamberg.de,"Sokolowski, Kathy"
03G40,Schule am Birkenhof,Grundschule,Arnouxstr. 18,13127,Französisch Buchholz,,+49 30 474029100,%09sekretariat@birkenhof.schule.berlin.de,http://www.schule-am-birkenhof.de,"Finger, Mike"
11S08,Schule Am Breiten Luch,Grundschule,Am Breiten Luch 19,13053,Neu-Hohenschönhausen,,+49 30 9295080,Sekretariat@11S08.schule.berlin.de,,"Berndt, Corinna"
09G14,Schule am Buntzelberg (Grundschule),Grundschule,Schulzendorfer Str. 112,12526,Bohnsdorf,,+49 30 6763943,%09Sekretariat@buntzelberg.schule.berlin.de,https://www.schule-am-buntzelberg.de,"Hellwig, Diana"
03G11,Schule am Falkplatz (Grundschule),Grundschule,Gleimstr. 49,10437,Prenzlauer Berg,,+49 30 443875010,03G11@03G11.schule.berlin.de,https://www.schule-am-falkplatz.berlin,"Bachmann, Sabine"
11G21,Schule Am Faulen See (Grundschule),Grundschule,Degnerstr. 71,13053,Alt-Hohenschönhausen,,+49 30 9830610,11G21@11G21.schule.berlin.de,http://www.schule-am-faulen-see.schule-berlin.net,"Kenzler, Carmen"
08G33,Schule am Fliederbusch (Grundschule),Grundschule,Kornradenstr. 2,12357,Rudow,,+49 30 60972260,sekretariat@fliederbusch.schule.berlin.de,https://www.schule-am-fliederbusch.de,"Schäfer, Anke"
09G05,Schule am Ginkobaum (Grundschule),Grundschule,Springbornstr. 250,12487,Johannisthal,,+49 30 6363317,%09Sekretariat@ginkobaum.schule.berlin.de,https://www.ginkobaumschule.de,"Graße, Martina"
11S05,Schule am grünen Grund,Grundschule,Herzbergstr. 79,10365,Lichtenberg,,+49 30 5436709,%09sekretariat@gruener-grund.schule.berlin.de,,"Weinmar, Lars"
10G34,Schule am grünen Stadtrand (Grundschule),Grundschule,Geraer Ring 54,12689,Marzahn,,+49 30 93668090,10G34@10G34.schule.berlin.de,https://www.sags.berlin,
05S01,Schule am Grüngürtel,Grundschule,Askanierring 42,13585,Spandau,,+49 30 437287910,%09sekretariat@05G30.schule.berlin.de,http://schule-am-gruenguertel.de,"Dudkowiak, Anja"
03G01,Schule am Hamburger Platz (Grundschule),Grundschule,Gustav-Adolf-Str. 21,13086,Weißensee,,+49 30 9246762,%0903G01@03G01.schule.berlin.de,https://www.schule-am-hamburger-platz.de,"Habicht, Robert"
09G03,Schule am Heidekampgraben (Grundschule),Grundschule,Hänselstr. 14,12437,Baumschulenweg,,+49 30 5328424,%09Sekretariat@09G03.schule.berlin.de,https://www.grundschuleamheidekampgraben.de,"Alvino, Vanessa"
09G15,Schule am Mohnweg (Grundschule),Grundschule,Mohnweg 20,12524,Altglienicke,,+49 30 6797490,sekretariat@mohnweg.schule.berlin.de,https://www.grundschuleammohnweg.de,"Büthner, Nadine"
09G11,Schule am Pegasuseck (Grundschule),Grundschule,Pegasuseck 5,12524,Altglienicke,,+49 30 6733032,%0909G11@09G11.schule.berlin.de,http://www.pegasuseck.de,"Rick, Ines"
08G22,Schule am Regenweiher (Grundschule),Grundschule,Johannisthaler Chaussee 328,12351,Gropiusstadt,,+49 30 6044012,sekretariat@regenweiher.schule.berlin.de,http://www.schule-am-regenweiher.de,N.N.
11G02,Schule am Roederplatz (Grundschule),Grundschule,Bernhard-Bästlein-Str. 22,10367,Fennpfuhl,,+49 30 9721419,sekretariat@11g02.schule.berlin.de,https://schule-am-roederplatz.de,"Scholz, Elisabeth"
08G30,Schule am Sandsteinweg (Grundschule),Grundschule,Hornblendeweg 2,12349,Buckow,,+49 30 762860,sekretariat@sams.schule.berlin.de,http://www.sams.gs,"Hertha, Heike"
03G15,Schule am Senefelderplatz,Grundschule,Schönhauser Allee 165,10435,Prenzlauer Berg,,+49 30 4468900,03G15@03G15.schule.berlin.de,http://www.schule-am-senefelderplatz.de,"Schumann, Simone"
08G24,Schule am Teltowkanal (Grundschule),Grundschule,Rungiusstr. 46,12347,Britz,,+49 30 627397990,%0908G24@08G24.schule.berlin.de,http://www.schule-am-teltowkanal.de,"Pokall, Nancy"
11G25,Schule am Wäldchen (Grundschule),Grundschule,Wustrower Str. 28,13051,Neu-Hohenschönhausen,,+49 30 92403080,11G25@11g25.schule.berlin.de,https://11g25-berlin.de,"Thoenelt, Frank"
09S06,Schule am Wildgarten,Grundschule,Köpenicker Landstr. 185A,12437,Baumschulenweg,,+49 30 5328067,09S06@09S06.schule.berlin.de,http://www.schule-wildgarten.de,"Leistner, Sandy"
11G18,Schule am Wilhelmsberg (Grundschule),Grundschule,Sandinostr. 8,13055,Alt-Hohenschönhausen,,+49 30 9711566,Wilhelmsberg@t-online.de,https://schuleamwilhelmsberg.de,"Reiter, Jana"
09G26,Schule an den Püttbergen (Grundschule),Grundschule,Fürstenwalder Allee 182,12589,Rahnsdorf,,+49 30 6489278,Sekretariat@09G26.schule.berlin.de,https://www.schule-an-den-puettbergen.info,"Schrepffer, Jeannine"
09G07,Schule an der alten Feuerwache (Grundschule),Grundschule,Schnellerstr. 31,12439,Niederschöneweide,,+49 30 6361331,Sekretariat@09G07.schule.berlin.de,https://schuleanderfeuerwache.com,"Gewand, Michaela"
11G16,Schule an der Victoriastadt (Grundschule),Grundschule,Nöldnerstr. 44,10317,Rummelsburg,,+49 30 5107047,11G16@11G16.schule.berlin.de,http://www.gs-victoriastadt.de,"Flader, Cornelia"
09G22,Schule an der Wuhlheide (Grundschule),Grundschule,Kottmeierstr. 2,12459,Oberschöneweide,,+49 30 5350178,%0909G22@09G22.schule.berlin.de,https://www.sadw.berlin,"Colditz, Falko"
11G05,Schule auf dem lichten Berg (Grundschule),Grundschule,Atzpodienstr. 19,10365,Lichtenberg,,+49 30 5558219,schulleitung@11G05.schule.berlin.de,https://www.gs-lichtenberg-berlin.de,"Duwe, Jacqueline"
11G03,Schule im Gutspark (Grundschule),Grundschule,Josef-Orlopp-Str. 20,10367,Lichtenberg,,+49 30 5588170,%09schulleitung@gutspark.schule.berlin.de,http://www.grundschule-im-gutspark.de,"Blaß, Astrid"
11G10,Schule im Ostseekarree (Grundschule),Grundschule,Barther Str. 27,13051,Neu-Hohenschönhausen,,+49 30 92403000,%09%09Sekretariat@11G10.schule.berlin.de,http://www.ostseekarree.net,"Leschke, Torsten (komm.)"
08G35,Schule in der Köllnischen Heide (Grundschule),Grundschule,Hänselstr. 6,12057,Neukölln,,+49 30 68296013,sekretariat@grundheide.schule.berlin.de,https://www.skh.berlin,"van Elsäcker, Stefan"
09G18,Schule in der Köllnischen Vorstadt (Grundschule),Grundschule,Rudower Str. 201,12557,Köpenick,,+49 30 64326715,schulbuero.09G18@t-online.de,http://www.schule-koellnische-vorstadt.de,"Hofer, Andrea"
03P20,SchuleEins (Gemeinschaftsschule),Grundschule,Berliner Str. 120-121,13187,Pankow,,+49 30 475966930,sekretariat.speicher@schuleeins.de,https://pankowerfruechtchen.de/schuleeins,"Dr. Sommerfeld, Jana"
03P03,Schulen Christburg Campus Prenzlauer Berg,Grundschule,Christburger Str. 14,10405,Prenzlauer Berg,,+49 30 4431237170,Sekretariat@Christburg-Campus.de,http://www.christburg-campus.de,"Henninger, Joke; Salazar de Sousa, Johannes"
06G08,Schweizerhof-Grundschule,Grundschule,Leo-Baeck-Str. 28-30,14167,Zehlendorf,,+49 30 902995475,06G08@06G08.schule.berlin.de,http://www.schweizerhof-grundschule.de,"Hellmuth, Simone"
11G37,Seepark-Grundschule,Grundschule,Blockdammweg 60,10318,Karlshorst,,+49 30 213089660,11G37@11G37.schule.berlin.de,https://37-grundschule-lichtenberg.de,"Bull, Olha"
10G03,Selma-Lagerlöf-Grundschule,Grundschule,Wörlitzer Str. 31,12689,Marzahn,,+49 30 9309544,%0910G03@10G03.schule.berlin.de,http://www.slgs.de,"Kaden, Heike"
05G06,Siegerland-Grundschule,Grundschule,Hermann-Schmidt-Weg 4,13589,Falkenhagener Feld,,+49 30 3789110,sekretariat@siegerland-schule.de,http://www.siegerland-schule.de,"Schweigert, Sandra"
08G21,Silberstein-Schule (Grundschule),Grundschule,Silbersteinstr. 42,12051,Neukölln,,+49 30 62008922,info@silberstein-schule.de,https://www.silberstein-schule.de,N.N.
05P19,SIS Swiss International School Berlin,Grundschule,Heerstr. 463,13593,Staaken,,+49 30 36439820,info.berlin@swissinternationalschool.de,https://www.swissinternationalschool.de,"Corner, Marc"
09G04,Sonnenblumen-Schule (Grundschule),Grundschule,Radenzer Str. 16,12437,Baumschulenweg,,+49 30 5328413,%09sekretariat@sonnenblumen.schule.berlin.de,http://www.sonnenblumen-grundschule.de,N.N.
08G20,Sonnen-Schule (Grundschule),Grundschule,Dammweg 228,12057,Neukölln,,+49 30 68975090,%09sekretariat@sonnen.schule.berlin.de,https://sonnen-grundschule.de,"Pocko Moukoury, Karoline"
11G01,Sonnenuhr-Schule (Grundschule),Grundschule,Franz-Jacob-Str. 33,10369,Fennpfuhl,,+49 30 9752028,11G01@11G01.schule.berlin.de,http://www.sonnenuhr-schule.de,"Paulat, Christina"
02G01,Spartacus-Grundschule,Grundschule,Friedenstr. 40-45,10249,Friedrichshain,,+49 30 42024930,Schulleitung@spartacus.schule.berlin.de,https://spartacus-grundschule.de,"Braetsch, Sascha"
07G01,Spreewald-Grundschule,Grundschule,Pallasstr. 15,10781,Schöneberg,,+49 30 902777151,sekretariat@spreewald.schule.berlin.de,http://www.spreewald-grundschule.de,"Salzmann, Nana"
07G17,Stechlinsee-Grundschule,Grundschule,Rheingaustr. 7,12161,Friedenau,,+49 30 902777908,sekretariat@stechlinsee.schule.berlin.de,https://stechlinsee-grundschule.de,"Kiefer, Nuri"
03P39,Stephanus-Grundschule,Grundschule,Parkstr. 22,13086,Weißensee,,+49 30 96249231,%09mathilda.simonett@stephanus.org,https://www.stephanus.org,"Simonett, Mathilda"
07G06,Sternberg-Grundschule,Grundschule,Mettestr. 8,10825,Schöneberg,,+49 30 902777156,Schulleitung@sternberg.schule.berlin.de,https://www.sternberg-grundschule.de,"Beermann, Andrea"
06G02,Süd-Grundschule,Grundschule,Claszeile 56,14165,Zehlendorf,,+49 30 84509638,info@sued-grundschule.de,http://www.s%c3%bcd-grundschule-berlin.de,"Würsig, Vicki"
07G10,Teltow-Grundschule,Grundschule,Feurigstr. 57,10827,Schöneberg,,+49 30 902777160,%09sekretariat@teltow.schule.berlin.de,https://teltow-grundschule.de,"Achten, Martin"
07G24,Tempelherren-Grundschule,Grundschule,Boelckestr. 60,12101,Tempelhof,,+49 30 902772665,%09sekretariat@tempelherren.schule.berlin.de,https://www.tempelherren-grundschule.de,"Walewski, Alexander (komm.)"
02G11,Thalia-Grundschule,Grundschule,Alt-Stralau 34,10245,Friedrichshain,,+49 30 29347830,%09Schulleitung@thalia-gs.schule.berlin.de,https://www.thalia-grundschule.de,"Wille, Marc"
08G02,Theodor-Storm-Schule (Grundschule),Grundschule,Hobrechtstr. 76,12043,Neukölln,,+49 30 60690180,sekretariat@theodor-storm.schule.berlin.de,https://www.theodor-storm-grundschule.de,"Bergup, Andrea"
03G09,Thomas-Mann-Grundschule,Grundschule,Greifenhagener Str. 58,10437,Prenzlauer Berg,,+49 30 4457761,03G09@03G09.schule.berlin.de,https://thomas-mann-grundschule.de,"Seul, Christoph"
12G04,Till-Eulenspiegel-Grundschule,Grundschule,Humboldtstr. 8-13,13407,Reinickendorf,,+49 30 4953050,%09%0912G04@12G04.schule.berlin.de,https://www.till-eulenspiegel-schule-berlin.de,"Seibt, Berthold"
03P24,Ting-Schule (Integrierte Sekundarschule),Grundschule,Berliner Str. 21,13189,Pankow,,+49 30 62922068,ting@ting-schule.de,https://ting-schule.de,"Weiß, Svenja"
03G41,Trelleborg-Schule (Grundschule),Grundschule,Eschengraben 40,13189,Pankow,,+49 30 479018611,Sekretariat@trelleborg.schule.berlin.de,https://trelleborg-schule.de,"Langer, Ralph"
09G17,Uhlenhorst-Grundschule,Grundschule,Wongrowitzer Steig 37,12555,Köpenick,,+49 30 6504144,Sekretariat@09G17.schule.berlin.de,http://www.uhlenhorst-grundschule.de,"Jentzsch, Ina"
10G33,Ulmen-Grundschule,Grundschule,Ulmenstr. 79-85,12621,Kaulsdorf,,+49 30 5677052,10G33@10G33.schule.berlin.de,https://ulmen-grundschule.de,"Wolf, Peggy"
12G23,Victor-Gollancz-Grundschule,Grundschule,Gollanczstr. 18-24,13465,Frohnau,,+49 30 4014659,schule@gollancz.de,,"Grasse, Mario"
01G39,Vineta-Grundschule,Grundschule,Demminer Str. 27,13355,Gesundbrunnen,,+49 30 467768660,%09info@vineta.schule.berlin.de,http://www.vineta-grundschule.de,"Zorn, Christina"
04G06,Wald-Grundschule,Grundschule,Waldschulallee 83-93,14055,Westend,,+49 30 902926900,sekretariat@wald-gs.schule.berlin.de,https://www.wald-grundschule.com,"Wierschin-Titel, Anke"
01G31,Wedding-Grundschule,Grundschule,Antonstr. 10,13347,Wedding,,+49 30 901844250,plorenz@wedding-schule.de,https://www.wedding-schule.de,"Lorenz, Philipp"
09G16,Wendenschloß-Schule (Grundschule),Grundschule,Köpenzeile 123,12557,Köpenick,,+49 30 6519703,%0909G16@09G16.schule.berlin.de,https://www.wendenschloss-schule.de,"Matthes, Thomas"
07G03,Werbellinsee-Grundschule,Grundschule,Luitpoldstr. 38,10781,Schöneberg,,+49 30 902777153,sekretariat@werbellinsee.schule.berlin.de,https://www.werbellinsee-grundschule.de,"Weims, Andrea"
08G29,Wetzlar-Schule (Grundschule),Grundschule,Tischlerzeile 34,12351,Britz,,+49 30 6051007,%0908G29@08G29.schule.berlin.de,https://www.wetzlar-schule.de,"Wentzcke, Ilka"
09G31,Wildbienen-Grundschule,Grundschule,Keplerstr. 10,12459,Oberschöneweide,,+49 30 53010382,09G31@09G31.schule.berlin.de,,"Kühn, Kristin"
10G08,Wilhelm-Busch-Grundschule,Grundschule,Parsteiner Ring 24-46,12679,Marzahn,,+49 30 9309587,Wilhelm-Busch-GS@t-online.de,https://10g08@10g08.schule.berlin.de,"Dr. Petzoldt, Veit"
01G29,Wilhelm-Hauff-Grundschule,Grundschule,Gotenburger Str. 8,13359,Gesundbrunnen,,+49 30 48490810,01G29@01G29.schule.berlin.de,https://wilhelm-hauff-grundschule.de,"Harder, Sandra"
05P13,Wilhelmstadt Schulen,Grundschule,Wilhelmstr. 28-30,13593,Wilhelmstadt,,+49 30 36289213,a.reising@wilhelmstadtschulen.de,https://wilhelmstadtschulen.de,"Toy, Muzaffer; Baykus, Bünyamin"
09P15,W-I-R-Grundschule Pfefferwerk,Grundschule,Friedrichshagener Str. 8P,12555,Köpenick,,+49 30 44383233,mail@wir-grundschule-pfefferwerk.de,https://www.pfefferwerk.de,"Du Hamél, Nicole; Jansen, David)"
05G16,Zeppelin-Grundschule,Grundschule,Heidebergplan 3-4,13591,Staaken,,+49 30 36709510,%09info@zeppelin-gs.de,https://www.zeppelin-gs.de,"Kowatzek, Miriam"
02G09,Zille-Grundschule,Grundschule,Boxhagener Str. 46,10245,Friedrichshain,,+49 30 48488040,%09schulleitung@zille-grundschule.de,https://www.zille-grundschule.de,"Grünewald, Antje"
06G07,Zinnowwald-Grundschule,Grundschule,Wilskistr. 78,14163,Zehlendorf,,+49 30 902995586,Sekretariat@zinnowwald.schule.berlin.de,https://zinnowwaldschule.de,"Nusbaum, Ben"
08G23,Zürich-Schule (Grundschule),Grundschule,Wederstr. 49,12347,Britz,,+49 30 60902970,Sekretariat@zuerich.schule.berlin.de,https://www.zuerich-schule-berlin.de,"Esterle, Heike"
