schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe
170586,25,Weiterbildungskolleg - Sek. I u. II,mit den Bildungsgängen,Abendgymnasium und Abendrealschule,"Köln, WBK RS, Gym Gereonsmühlengasse",3,50679,Köln,Judenkirchhofsweg 6,0221,22191960,0221,22191344,170586@schule.nrw.de,http://abendgymnasium-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,358129,5643671,,50.927209,6.981242,Weiterbildungskolleg,Öffentlich,Köln,Weiterbildungskolleg - Sek. I u. II mit den Bildungsgängen Abendgymnasium und Abendrealschule,022122191960,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
170665,25,Köln-Kolleg,Weiterbildungskolleg,der Stadt Köln,"Köln, WBK KOL Judenkirchhofsweg",3,50679,Köln,Judenkirchhofsweg 6,0221,35588670,0221,355886730,170665@schule.nrw.de,http://www.koeln-kolleg.de,1,10182,05315000,1,01.08.1973,EPSG:25832,358129,5643671,,50.927209,6.981242,Weiterbildungskolleg,Öffentlich,Köln,Köln-Kolleg Weiterbildungskolleg der Stadt Köln,022135588670,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
170768,30,Albrecht-Dürer-Berufskolleg,Städt. Schule der Sekundarstufe II,,"Düsseldorf, BK Albrecht-Dürer",1,40597,Düsseldorf,Paulsmühlenstr. 1,0211,8997300,0211,8997309,170768@schule.nrw.de,http://www.ad-bk.de,1,10042,05111000,1,01.08.1973,EPSG:25832,351665,5670245,,51.164385,6.878442,Berufskolleg,Öffentlich,Düsseldorf,Albrecht-Dürer-Berufskolleg Städt. Schule der Sekundarstufe II,02118997300,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
170770,30,Leo-Statz-Berufskolleg,der Stadt Düsseldorf,,"Düsseldorf, BK Leo-Statz",1,40219,Düsseldorf,Friedenstr. 29,0211,8924828,0211,8924888,170770@schule.nrw.de,http://www.leo-statz-berufskolleg.de,1,10042,05111000,1,01.08.1973,EPSG:25832,344103,5675849,,51.212728,6.76794,Berufskolleg,Öffentlich,Düsseldorf,Leo-Statz-Berufskolleg der Stadt Düsseldorf,02118924828,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
170781,30,Walter-Eucken-Berufskolleg,Städt. Schule für Wirtschaft mit,Wirtschaftsgymnasium  -Sekundarstufe II-,"Düsseldorf,BK Walter-Eucken-Berufskolleg",1,40223,Düsseldorf,Suitbertusstr. 163-165,0211,8927300,0211,8929160,170781@schule.nrw.de,http://www.walter-eucken-bk.de,1,10042,05111000,1,01.08.1973,EPSG:25832,344794,5674820,,51.20367,6.778271,Berufskolleg,Öffentlich,Düsseldorf,Walter-Eucken-Berufskolleg Städt. Schule für Wirtschaft mit Wirtschaftsgymnasium  -Sekundarstufe II-,02118927300,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
170793,30,Max-Weber-Berufskolleg,Städt. Schule für Wirtschaft und,Verwaltung  - Sekundarstufe II -,"Düsseldorf, BK Max-Weber-Berufskolleg",1,40223,Düsseldorf,Suitbertusstr. 163-165,0211,8927341,0211,8929159,170793@schule.nrw.de,http://www.max-weber-berufskolleg.de,1,10042,05111000,1,01.08.1973,EPSG:25832,344794,5674820,,51.20367,6.778271,Berufskolleg,Öffentlich,Düsseldorf,Max-Weber-Berufskolleg Städt. Schule für Wirtschaft und Verwaltung  - Sekundarstufe II -,02118927341,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
170926,30,Weber-Schule,Berufskolleg,Schule der Sekundarstufe II u.Fachschule,"Düsseldorf, BK Weber-Schule",1,40547,Düsseldorf,Emanuel-Leutze-Str. 8,0211,5202450,0211,52024510,170926@schule.nrw.de,http://www.weber-schule.de,2,10031,05111000,1,01.08.1973,EPSG:25832,342142,5679388,,51.243988,6.738328,Berufskolleg,Privat,Düsseldorf,Weber-Schule Berufskolleg Schule der Sekundarstufe II u.Fachschule,02115202450,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
170963,30,Berufskolleg Kaiserswerther Diakonie,"Priv.Ersatzsch.d.Sek.II u.Fachsch., Ber.","Sozial-u. Gesundheitsw.,Berufl.Gymnasium","Düsseldorf, BK Kaiserswerther Diakonie",1,40489,Düsseldorf,Alte Landstr. 179 e,0211,4093453,0211,4093454,170963@schule.nrw.de,http://www.berufskolleg-kaiserswerth.de,2,71810,05111000,1,01.08.1973,EPSG:25832,342654,5685581,,51.299774,6.742932,Berufskolleg,Privat,Düsseldorf,"Berufskolleg Kaiserswerther Diakonie Priv.Ersatzsch.d.Sek.II u.Fachsch., Ber. Sozial-u. Gesundheitsw.,Berufl.Gymnasium",02114093453,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
170975,30,St.Ursula-Berufskolleg,des Erzbistums Köln,Schule der Sekundarstufe II,"Düsseldorf, BK St.Ursula",1,40213,Düsseldorf,Eiskellerstr. 11,0211,322394,0211,322397,170975@schule.nrw.de,https://www.st-ursula-berufskolleg.de,2,71110,05111000,1,01.08.1973,EPSG:25832,344532,5677794,,51.230322,6.773234,Berufskolleg,Privat,Düsseldorf,St.Ursula-Berufskolleg des Erzbistums Köln Schule der Sekundarstufe II,0211322394,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
174555,30,Berufskolleg der Landwirtschaftskammer,"NRW, Fachschule für Agrarwirtschaft,",Fachrichtung Landwirtschaft,"Köln, BK der Landwirtschaftskammer NRW",3,50765,Köln,Gartenstr. 11,0221,5340220,0221,5340123,174555@schule.nrw.de,http://www.landwirtschaftskammer.de/schulen/koeln/index.htm,1,70026,05315000,1,01.08.1973,EPSG:25832,349139,5652197,,51.001545,6.849876,Berufskolleg,Öffentlich,Köln,"Berufskolleg der Landwirtschaftskammer NRW, Fachschule für Agrarwirtschaft, Fachrichtung Landwirtschaft",02215340220,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
174970,30,Stadt Köln,Berufskolleg an der Lindenstraße,- Sekundarstufe II -,"Köln, BK an der Lindenstraße",3,50674,Köln,Lindenstr. 78,0221,9216890,0221,92168930,174970@schule.nrw.de,http://www.bkal.de,1,10182,05315000,1,01.08.1973,EPSG:25832,354812,5644378,,50.932737,6.933793,Berufskolleg,Öffentlich,Köln,Stadt Köln Berufskolleg an der Lindenstraße - Sekundarstufe II -,02219216890,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175018,30,Berufskolleg Humboldtstraße,der Stadt Köln,- Sekundarstufe II -,"Köln, BK Humboldtstr.",3,50676,Köln,Humboldtstr. 41,0221,22191683,0221,22191723,175018@schule.nrw.de,http://www.BKH-Koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,355411,5644375,,50.932861,6.942313,Berufskolleg,Öffentlich,Köln,Berufskolleg Humboldtstraße der Stadt Köln - Sekundarstufe II -,022122191683,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175020,30,Richard-Riemerschmid-Schule,Berufskolleg der Stadt Köln,- Sekundarstufe II -,"Köln, BK Richard-Riemerschmid-Schule",3,50676,Köln,Heinrichstr. 51,0221,22191970,0221,22191974,175020@schule.nrw.de,http://www.rrbk.koeln,1,10182,05315000,1,01.08.1973,EPSG:25832,356081,5643771,,50.9276,6.95208,Berufskolleg,Öffentlich,Köln,Richard-Riemerschmid-Schule Berufskolleg der Stadt Köln - Sekundarstufe II -,022122191970,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175031,30,Stadt Köln,Berufskolleg Deutzer Freiheit,- Sekundarstufe II -,"Köln, BK Deutzer Freiheit",3,50679,Köln,Eumeniusstr. 4,0221,981780,0221,9817823,175031@schule.nrw.de,http://www.berufskolleg-deutzer-freiheit.de,1,10182,05315000,1,01.08.1973,EPSG:25832,358114,5644683,,50.9363,6.980634,Berufskolleg,Öffentlich,Köln,Stadt Köln Berufskolleg Deutzer Freiheit - Sekundarstufe II -,0221981780,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175043,30,Stadt Köln,Hans-Böckler-Berufskolleg,- Sekundarstufe II -,"Köln, BK Hans-Böckler",3,50679,Köln,Eitorfer Str. 18-20,0221,22191145,0221,22191110,175043@schule.nrw.de,http://www.hbbk-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,358412,5644569,,50.935349,6.984917,Berufskolleg,Öffentlich,Köln,Stadt Köln Hans-Böckler-Berufskolleg - Sekundarstufe II -,022122191145,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175055,30,Stadt Köln,Georg-Simon-Ohm-Schule,Berufskolleg  - Sekundarstufe II -,"Köln, BK Georg-Simon-Ohm-Schule",3,51105,Köln,Westerwaldstr. 92,0221,839130,0221,8391328,175055@schule.nrw.de,http://www.gso-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,359126,5643648,,50.927246,6.995428,Berufskolleg,Öffentlich,Köln,Stadt Köln Georg-Simon-Ohm-Schule Berufskolleg  - Sekundarstufe II -,0221839130,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175067,30,Berufskolleg Kartäuserwall,der Stadt Köln,- Sekundarstufe II -,"Köln, BK Kartäuserwall",3,50676,Köln,Kartäuserwall 30,0221,22191930,0221,22191940,175067@schule.nrw.de,http://www.bk-kartaeuserwall.de,1,10182,05315000,1,01.08.1973,EPSG:25832,356054,5643509,,50.925239,6.951799,Berufskolleg,Öffentlich,Köln,Berufskolleg Kartäuserwall der Stadt Köln - Sekundarstufe II -,022122191930,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175092,30,Stadt Köln,Nicolaus-August-Otto-Berufskolleg,- Sekundarstufe II -,"Köln, BK Nicolaus-August-Otto",3,50679,Köln,Eitorfer Str. 16,0221,22191141,0221,22191136,175092@schule.nrw.de,http://www.naob-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,358348,5644616,,50.935755,6.983988,Berufskolleg,Öffentlich,Köln,Stadt Köln Nicolaus-August-Otto-Berufskolleg - Sekundarstufe II -,022122191141,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175122,30,Stadt Köln,Berufskolleg Südstadt,- Sekundarstufe II -,"Köln, BK Südstadt",3,50677,Köln,Zugweg 48,0221,3402630,,,175122@schule.nrw.de,http://bk-suedstadt.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,356352,5642651,,50.917602,6.956374,Berufskolleg,Öffentlich,Köln,Stadt Köln Berufskolleg Südstadt - Sekundarstufe II -,02213402630,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175134,30,Joseph-DuMont-Berufskolleg,der Stadt Köln,- Sekundarstufe II -,"Köln, BK Joseph-DuMont",3,50739,Köln,Escher Str. 217,0221,179030,0221,1790330,175134@schule.nrw.de,http://www.jdbk.de,1,10182,05315000,1,01.08.1973,EPSG:25832,354696,5647993,,50.965195,6.930701,Berufskolleg,Öffentlich,Köln,Joseph-DuMont-Berufskolleg der Stadt Köln - Sekundarstufe II -,0221179030,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175225,30,Stadt Köln,Alfred-Müller-Armack-Berufskolleg,- Sekundarstufe II -,"Köln, BK Alfred-Müller-Armack",3,50969,Köln,Brüggener Str. 1,0221,8201350,0221,3606740,175225@schule.nrw.de,http://www.ama-berufskolleg.de,1,10182,05315000,1,01.08.1973,EPSG:25832,355008,5641302,,50.905143,6.937803,Berufskolleg,Öffentlich,Köln,Stadt Köln Alfred-Müller-Armack-Berufskolleg - Sekundarstufe II -,02218201350,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175274,30,Stadt Köln,Berufskolleg Ulrepforte,- Sekundarstufe II -,"Köln, BK Ulrepforte",3,50678,Köln,Ulrichgasse 1-3,0221,22191655,0221,22191653,175274@schule.nrw.de,http://www.berufskolleg-ulrepforte.de,1,10182,05315000,1,01.08.1973,EPSG:25832,356123,5643526,,50.925409,6.952774,Berufskolleg,Öffentlich,Köln,Stadt Köln Berufskolleg Ulrepforte - Sekundarstufe II -,022122191655,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175316,30,Berufskolleg des Erzbistums Köln,-Sek. II-,,"Köln, BK des Erzbistums Köln",3,50937,Köln,Berrenrather Str. 121,0221,3377180,0221,33771899,175316@schule.nrw.de,http://www.ebk-koeln.de,2,71110,05315000,1,01.08.1973,EPSG:25832,354550,5643182,,50.921923,6.930544,Berufskolleg,Privat,Köln,Berufskolleg des Erzbistums Köln -Sek. II-,02213377180,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175390,30,Rheinische Akademie Köln gGmbH,Berufskolleg,,"Köln, BK Rheinische Akademie gGmbH",3,50825,Köln,Vogelsanger Str. 295,0221,546870,0221,5468725,175390@schule.nrw.de,http://www.rak.de,2,72448,05315000,1,01.08.1973,EPSG:25832,352494,5646616,,50.952261,6.899922,Berufskolleg,Privat,Köln,Rheinische Akademie Köln gGmbH Berufskolleg,0221546870,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175407,30,Fachschule des Möbelhandels-Berufskolleg,Fachschule für Wirtschaft,Kaufmännische Berufsschule,"Köln, BK Fachschule des Möbelhandels",3,50931,Köln,Frangenheimstr. 6,0221,940130,0221,9401327,175407@schule.nrw.de,http://www.moefa.de,2,70683,05315000,1,01.08.1973,EPSG:25832,353721,5644368,,50.932372,6.918282,Berufskolleg,Privat,Köln,Fachschule des Möbelhandels-Berufskolleg Fachschule für Wirtschaft Kaufmännische Berufsschule,0221940130,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175626,30,Berufskolleg Michaelshoven,des Berufsförderungswerkes,Michaelshoven gGmbH,"Köln, BK Michaelshoven",3,50999,Köln,Pfarrer-te-Reh-Str. 5,0221,99562251,0221,99562902,175626@schule.nrw.de,https://www.diakonie-michaelshoven.de/,2,10022,05315000,1,01.08.1973,EPSG:25832,359205,5638146,,50.877818,6.998673,Berufskolleg,Privat,Köln,Berufskolleg Michaelshoven des Berufsförderungswerkes Michaelshoven gGmbH,022199562251,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
175808,30,Stadt Köln,Berufskolleg,- Sekundarstufe II,"Köln, BK Hauptstraße",3,51143,Köln,Hauptstr. 426-428,02203,955920,02203,9559211,175808@schule.nrw.de,http://www.bk10-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,363283,5638965,,50.886158,7.056297,Berufskolleg,Öffentlich,Köln,Stadt Köln Berufskolleg - Sekundarstufe II,02203955920,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
183040,20,Städt. Lessing-Gymnasium,- Sekundarstufen I und II -,,"Köln, Gym Lessing-Gymnasium",3,51143,Köln,Heerstr. 7,02203,9920166,02203,9920168,183040@schule.nrw.de,http://www.lessing-gymnasium.eu,1,10182,05315000,1,01.08.1973,EPSG:25832,363085,5636819,,50.866824,7.054288,Gymnasium,Öffentlich,Köln,Städt. Lessing-Gymnasium - Sekundarstufen I und II -,022039920166,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
183088,10,Städt. Carl-Benz-Realschule Oberkassel,- Schule der Sekundarstufe I -,,"Düsseldorf, RS Carl-Benz-Realschule",1,40547,Düsseldorf,Lewitstr. 2,0211,8927870,0211,8929560,183088@schule.nrw.de,http://carl-benz-realschule.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,343000,5678704,,51.238079,6.75091,Realschule,Öffentlich,Düsseldorf,Städt. Carl-Benz-Realschule Oberkassel - Schule der Sekundarstufe I -,02118927870,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0
183246,10,Städt. Realschule Hochdahl,- Sekundarstufe I -,,"Erkrath, RS Hochdahl",1,40597,Düsseldorf,Hospitalstr. 45,02104,216650,02104,216651,183246@schule.nrw.de,http://www.realschulehochdahl.de,1,11538,05111000,1,01.08.1973,EPSG:25832,350750,5670564,,51.167013,6.865233,Realschule,Öffentlich,Düsseldorf,Städt. Realschule Hochdahl - Sekundarstufe I -,02104216650,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
183349,02,Städt. Gem. Grundschule,Riphahnstr.,,"Köln, GG Riphahnstr.",3,50769,Köln,Riphahnstr. 40a,0221,33730040,0221,337300420,183349@schule.nrw.de,http://www.ggs-riphahnstrasse.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,352846,5654071,,51.019345,6.901911,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Riphahnstr.,022133730040,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
183635,02,Städt. Montessori-Grundschule,- Primarstufe -,,"Düsseldorf, GG Montessori Grundschule",1,40595,Düsseldorf,Emil-Barth-Str. 45,0211,8924848,0211,8924863,183635@schule.nrw.de,http://www.montessori-schule-duesseldorf-sued.de,1,10042,05111000,1,01.08.1973,EPSG:25832,352692,5667702,,51.141798,6.894161,Grundschule,Öffentlich,Düsseldorf,Städt. Montessori-Grundschule - Primarstufe -,02118924848,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
183726,15,Gesamtschule Köln-Holweide,- Sekundarstufen I und II -,,"Köln, GE Holweide",3,51067,Köln,Burgwiesenstr. 125,0221,969530,0221,96953200,183726@schule.nrw.de,http://www.gesamtschule-holweide.de,1,10182,05315000,1,01.08.1975,EPSG:25832,362335,5647597,,50.963512,7.039569,Gesamtschule,Öffentlich,Köln,Gesamtschule Köln-Holweide - Sekundarstufen I und II -,0221969530,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
183854,04,Gustav-Heinemann-Schule,Städt. Gem. Hauptschule,,"Köln, GH Gustav-Heinemann-Schule",3,50769,Köln,Karl-Marx-Allee 3,0221,33730070,0221,337300777,183854@schule.nrw.de,http://www.gustav-heinemann-schule.org,1,10182,05315000,1,01.08.1973,EPSG:25832,353170,5654510,,51.023373,6.906349,Hauptschule,Öffentlich,Köln,Gustav-Heinemann-Schule Städt. Gem. Hauptschule,022133730070,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
184184,02,Clarenhofschule,Städt. Gem. Grundschule,,"Köln, GG Clarenhofschule",3,50859,Köln,Schulstr. 2,02234,9998890,02234,9998899,184184@schule.nrw.de,http://www.clarenhofschule.de,1,10182,05315000,1,01.08.1973,EPSG:25832,347459,5645147,,50.93775,6.828907,Grundschule,Öffentlich,Köln,Clarenhofschule Städt. Gem. Grundschule,022349998890,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
184287,15,Heinrich-Böll-Schule,Städt. Gesamtschule Köln-Chorweiler,- Sekundarstufen I und II -,"Köln, GE Heinrich-Böll-Schule",3,50765,Köln,Merianstr. 11-15,0221,261070,0221,7087943,184287@schule.nrw.de,http://www.hbg-koeln.de,1,10182,05315000,1,01.08.1975,EPSG:25832,352664,5654830,,51.026119,6.89901,Gesamtschule,Öffentlich,Köln,Heinrich-Böll-Schule Städt. Gesamtschule Köln-Chorweiler - Sekundarstufen I und II -,0221261070,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
184299,30,LVR-Berufskolleg,Fachschule des Sozialwesens,- Sekundarstufe II -,"Düsseldorf, BK LVR-Berufskolleg",1,40625,Düsseldorf,Am Großen Dern 10,0211,291993111,0211,291993123,184299@schule.nrw.de,http://www.berufskolleg.lvr.de,1,10029,05111000,1,31.07.1974,EPSG:25832,350736,5679070,,51.243444,6.861494,Berufskolleg,Öffentlich,Düsseldorf,LVR-Berufskolleg Fachschule des Sozialwesens - Sekundarstufe II -,0211291993111,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
184305,87,"Anna-Freud-Schule, LVR-Förderschule",Förderschwerpunkt Körperliche und,motorische Entwickl. (Sekundarst.I u.II),"Köln, FÖ KM Anna-Freud-Schule",3,50933,Köln,Alter Militärring 96,0221,5540460,0221,554046199,184305@schule.nrw.de,http://www.anna-freud-schule.de,1,10029,05315000,1,01.08.1973,EPSG:25832,350752,5645763,,50.944147,6.875489,Sonstige,Öffentlich,Köln,"Anna-Freud-Schule, LVR-Förderschule Förderschwerpunkt Körperliche und motorische Entwickl. (Sekundarst.I u.II)",02215540460,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
184767,30,"DAA-Wirtschaftsakademie,Berufskolleg für",Wirtschaft - Schule der Sekundarst.II u.,"Fachschule,Priv.staatl.genehm.Ersatzsch.","Düsseldorf, BK DAA-Wirtschaftsakademie",1,40210,Düsseldorf,Konrad-Adenauer-Platz 9,0211,1793730,0211,17937320,184767@schule.nrw.de,http://www.daa-wirtschaftsakademie.de,2,10003,05111000,1,01.08.1974,EPSG:25832,345820,5676705,,51.220886,6.792136,Berufskolleg,Privat,Düsseldorf,"DAA-Wirtschaftsakademie,Berufskolleg für Wirtschaft - Schule der Sekundarst.II u. Fachschule,Priv.staatl.genehm.Ersatzsch.",02111793730,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
184858,20,Städt. Heinrich-Heine-Gymnasium,- Sekundarstufen I und II -,,"Köln, Gym Heinrich-Heine-Gymnasium",3,51107,Köln,Hardtgenbuscher Kirchweg 100,0221,98976223,0221,98976254,184858@schule.nrw.de,http://hhg.koeln,1,10182,05315000,1,01.08.1974,EPSG:25832,362820,5643582,,50.927544,7.047984,Gymnasium,Öffentlich,Köln,Städt. Heinrich-Heine-Gymnasium - Sekundarstufen I und II -,022198976223,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
184913,15,Stadt Köln,Lise-Meitner-Gesamtschule,- Sekundarstufen I und II -,"Köln, GE Lise-Meitner-Gesamtschule",3,51149,Köln,Stresemannstr. 36,02203,99310,02203,9931444,184913@schule.nrw.de,http://www.lmgporz.de,1,10182,05315000,1,01.08.1974,EPSG:25832,363768,5640377,,50.898963,7.062662,Gesamtschule,Öffentlich,Köln,Stadt Köln Lise-Meitner-Gesamtschule - Sekundarstufen I und II -,0220399310,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0
184937,15,Städt. Willy-Brandt-Gesamtschule,- Sekundarstufen I und II -,,"Köln, GE Willy-Brandt-Gesamtschule",3,51061,Köln,Im Weidenbruch 214,0221,963700,0221,96370175,184937@schule.nrw.de,http://www.wbgs-koeln.de,1,10182,05315000,1,01.08.1975,EPSG:25832,362638,5649898,,50.984264,7.043012,Gesamtschule,Öffentlich,Köln,Städt. Willy-Brandt-Gesamtschule - Sekundarstufen I und II -,0221963700,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
185139,08,LVR-Förderschule Belvedere,Förderschwerpunkt Körperliche und,motorische Entwicklung - Köln,"Köln, FÖ KM LVR, Belvedere",3,50933,Köln,Belvederestr. 149,0221,5695950,0221,569595199,185139@schule.nrw.de,http://www.belvederestrasse.lvr.de,1,10029,05315000,1,01.02.1975,EPSG:25832,350452,5646191,,50.947916,6.871046,Förderschule,Öffentlich,Köln,LVR-Förderschule Belvedere Förderschwerpunkt Körperliche und motorische Entwicklung - Köln,02215695950,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
185176,15,Europaschule Köln,Gesamtschule Zollstock,- Sekundarstufen I und II -,"Köln, GE Europaschule Zollstock",3,50968,Köln,Raderthalgürtel 3,0221,2850060,0221,28500666,185176@schule.nrw.de,http://www.europaschulekoeln.eu/,1,10182,05315000,1,01.08.1976,EPSG:25832,355870,5641012,,50.902753,6.950169,Gesamtschule,Öffentlich,Köln,Europaschule Köln Gesamtschule Zollstock - Sekundarstufen I und II -,02212850060,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0
185255,20,Städt. Heinrich-Mann-Gymnasium,- Sekundarstufen I und II -,,"Köln, Gym Heinrich-Mann-Gymnasium",3,50765,Köln,Fühlinger Weg 4,0221,9794640,0221,97946430,185255@schule.nrw.de,http://www.hmg-koeln.de,1,10182,05315000,1,01.08.1975,EPSG:25832,351565,5654013,,51.018495,6.883684,Gymnasium,Öffentlich,Köln,Städt. Heinrich-Mann-Gymnasium - Sekundarstufen I und II -,02219794640,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0
185413,02,Städt. Gem. Grundschule,Merianstr. I,- Primarstufe -,"Köln, GG Merianstr. I",3,50765,Köln,Merianstr. 7-9,0221,337300610,0221,337300629,185413@schule.nrw.de,http://www.ggs-merianstr.de,1,10182,05315000,1,01.08.1975,EPSG:25832,352589,5654955,,51.027223,6.89789,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Merianstr. I - Primarstufe -,0221337300610,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
185425,02,Städt. Gem. Grundschule,Soldiner Str.,,"Köln, GG Soldiner Straße",3,50767,Köln,Soldiner Str. 68,0221,35689990,0221,356899919,185425@schule.nrw.de,http://www.ggssoldinerstrasse.de,1,10182,05315000,1,01.08.1975,EPSG:25832,351791,5652630,,51.006125,6.887469,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Soldiner Str.,022135689990,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
185437,20,"Gymnasium, Köln-Pesch",der Stadt Köln,Sekundarstufen I und II,"Köln, Gym Köln-Pesch",3,50767,Köln,Schulstr. 18,0221,990910,0221,9909111,185437@schule.nrw.de,http://www.gymnasium-pesch.de,1,10182,05315000,1,01.08.1976,EPSG:25832,350678,5651733,,50.997776,6.871985,Gymnasium,Öffentlich,Köln,"Gymnasium, Köln-Pesch der Stadt Köln Sekundarstufen I und II",0221990910,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
185620,30,Höhere Fachschule für Augenoptik,und Optometrie Köln (HFAK),,"Köln, BK Höhere Fachschule f.Augenoptik",3,50968,Köln,Bayenthalgürtel 6-8,0221,382851,0221,341428,185620@schule.nrw.de,https://www.hfak.de/,2,72394,05315000,1,01.08.1975,EPSG:25832,357691,5641362,,50.90635,6.975914,Berufskolleg,Privat,Köln,Höhere Fachschule für Augenoptik und Optometrie Köln (HFAK),0221382851,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
186144,08,LVR-Förderschule Köln,Heinrich-Welsch-Schule,Förderschwerpunkt Sprache,"Köln, FS SQ Heinrich-Welsch-Schule",3,51061,Köln,Am Feldrain 10,0221,96390450,0221,9639045130,186144@schule.nrw.de,http://www.heinrich-welsch-schule.lvr.de,1,10029,05315000,1,01.08.1976,EPSG:25832,358172,5651491,,50.997497,6.978805,Förderschule,Öffentlich,Köln,LVR-Förderschule Köln Heinrich-Welsch-Schule Förderschwerpunkt Sprache,022196390450,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,
