schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_data_source
,IGS Süd,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5. - 10. Klasse,Textorstraße 104,60596,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.0986512,8.6791754,+49 69 212 75401,,sekretariat@igs-sued.eu,https://www.igs-sued.eu/,Stadt Frankfurt am Main,,,Uwe Gehrmann,Silke Henningsen,604.0,25.0,08:30 bis 13:45 / 14:30 Uhr,,,,,,,Englisch,"Italienisch, Spanisch, Französisch",,"Englisch, Italienisch, Spanisch, Französisch",,Schule mit Ganztagsangeboten - Profil 2,"Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Mittagessen",Schulstandort,,,,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-sued,igs-sued,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Schweizer Platz,356.0,50.1016084,8.6810861,,Gartenstraße Museumsufer,502.0,50.1031575,8.6795856,,Frankfurt (Main) Süd,514.0,50.099356,8.6863016,,Schwanthalerstraße,295.0,50.1008256,8.6815344,,Südbahnhof/Schweizer Straße,316.0,50.0982204,8.68355,,Oppenheimer Landstraße,403.0,50.0953217,8.6814088,,Holbein-Schule,52.0,50.0990796,8.679457,,Achenbachstraße,209.0,50.0974879,8.6768657,,Schwanthalerstraße,293.0,50.1008179,8.6815083,,71,161,N16,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,IGS West,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Palleskestraße 20,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1049704,8.5551009,+49 69 212 47087,+49 69 212 47093,poststelle.igs-west@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Birgit Olschewski-Denk,Antje Gollnow,638.0,24.0,07:30 bis 16:15 (14:30 freitags),,Integrativer Unterricht,,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,Schule mit Ganztagsangeboten - Profil 3,"Besondere Leseförderung, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Mittagessen",,Schule mit Courage – Schule ohne Rassismus und Deutsche Schachschule,Förderverein IGS West e. V.,Von der Stadtbücherei aufgebaut und organisiert.,Orientiert sich am Einzugsgebiet,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-west,igs-west,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Höchst,961.0,50.1027438,8.5420871,,Sossenheim,1113.0,50.1149359,8.5536044,,Nied,1200.0,50.1023216,8.5714188,,Zuckschwerdtstraße,270.0,50.1031171,8.5526441,,Bolongaropalast,398.0,50.1017019,8.5528179,,Tillystraße,534.0,50.1014862,8.5602552,,Auerstraße,144.0,50.1053997,8.5531886,,Zuckschwerdt-/Bauhofstraße,278.0,50.1035475,8.5518882,,Zuckschwerdtstraße,286.0,50.1031127,8.5523237,,22,68,"51, 54, 59, n7",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,ISF International School Frankfurt-Rhein-Main,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",1-4,Straße zur Internationalen Schule 33,65931,Frankfurt am Main,Frankfurt am Main,Hessen,,50.0864256,8.5038339,+49 69 3482970,+49 69 34829720,info@isf-sabis.net,https://www.isf.sabis.net/,Private Träger,ISF Internationale School Frankfurt-Rhein-Main Verwaltungs-GmbH & Co. KG,,Corina Rader,,900.0,38.0,08:20 bis 16:10,,"Internationale Ausrichtung, Schwerpunkt Mathematik, Schwerpunkt Naturwissenschaften, Schwerpunkt Sprachen",,,,Englisch,"Deutsch, Englisch","Französisch, Spanisch, Herkunftssprachlicher Unterricht, Japanisch, Koreanisch, Bilingual, Englisch",,"Englisch, Deutsch, Englisch, Französisch, Spanisch, Herkunftssprachlicher Unterricht, Japanisch, Koreanisch, Bilingual, Englisch",,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Ganztagsangebote",,,,,,,,Grundschule mit Eingangsstufe,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/isf-international-school-frankfurt-rhein-main,isf-international-school-frankfurt-rhein-main,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Zeilsheim,473.0,50.0902826,8.5066433,,Frankfurt am Main Sindlingen,617.0,50.0875382,8.5123032,,Frankfurt-Höchst Farbwerke,2210.0,50.098506,8.5284327,,Bolongaropalast,3885.0,50.1017019,8.5528179,,Zuckschwerdtstraße,3938.0,50.103061,8.5525659,,Tillystraße,4358.0,50.1014311,8.5602646,,Zeilsheim Bahnhof,497.0,50.0903494,8.5071628,,Sindlingen Bahnhof,575.0,50.087943,8.5115393,,Annabergstraße,637.0,50.0920824,8.5024198,,2,36,,30.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Japanische Internationale Schule Frankfurt,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",1-9,Langweidenstraße 8-12,60488,Frankfurt am Main,Frankfurt am Main,Hessen,Hausen,50.1316062,8.6305346,+49 69 97671190,+49 69 976711955,info@jisf.de,http://www.jisf.de,Private Träger,Japanische Internationale Schule Frankfurt e. V.,,wechselt alle drei Jahre,,227.0,10.0,08:30 bis 15:00,,"Internationale Ausrichtung, Schüleraustausch / Schulpartnerschaft",,,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Japanisch",,"Deutsch, Englisch, Herkunftssprachlicher Unterricht, Japanisch",,,"AGs am Nachmittag, Ganztägig arbeitende Schule",,,"c/o Japanische Internationale Schule, Ansprechpartner/in: Dr. Hiroto Oka",Schülerzeitung,,,,Grundschule und Mittelstufe,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/japanische-internationale-schule-frankfurt,japanische-internationale-schule-frankfurt,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Große Nelkenstraße,222.0,50.1330284,8.6283519,,Industriehof,339.0,50.1285885,8.6298175,,Fischstein,454.0,50.1293756,8.6251947,,Frauenfriedenskirche,1175.0,50.1288186,8.646436,,Markus-Krankenhaus,1221.0,50.1366388,8.6457564,,Juliusstraße,1348.0,50.1256411,8.6469957,,Große Nelkenstraße,190.0,50.1326501,8.6284228,,Industriehof,248.0,50.1294779,8.6295039,,Fischstein,476.0,50.1294077,8.6248093,,14,49,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Johanna-Tesch-Schule,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Falkstraße 60,60487,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1244911,8.6463671,+49 69 212 41134,,poststelle.johanna-tesch-schule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Frau Günther,Hr. Reinhardt,900.0,35.0,08:00 bis 15:15 Uhr,,,,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,Schule mit Ganztagsangeboten - Profil 3,,,,,Von der Stadtbücherei aufgebaut und organisiert.,"Johanna Tesch (1875-1945), SPD-Politikerin, im KZ gestorben.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/sophienschule,sophienschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Kurfürstenstraße,205.0,50.1228816,8.6449723,,"U-Bahn (50.1227,8.6456)",209.0,50.1226832,8.6455548,,Leipziger Straße,216.0,50.1226251,8.6455438,,Juliusstraße,111.0,50.1254101,8.6469765,,Frauenfriedenskirche,461.0,50.128635,8.646522,,Bockenheimer Warte,508.0,50.1208648,8.650709,,Juliusstraße,86.0,50.1252613,8.6465188,,Frauenfriedenskirche,461.0,50.1286346,8.6464857,,Bockenheimer Warte,463.0,50.1214542,8.6508145,,22,112,"32, 36, 73, M36, N7",60.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Josephine-Baker-Gesamtschule,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-6,Gräfin-Dönhoff-Straße 11,60486,Frankfurt am Main,Frankfurt am Main,Hessen,Kalbach-Riedberg,50.1801612,8.637293,+49 69 212 75644,+49 69 212 45999,poststelle@josephine-baker-schule.frankfurt.schulverwaltung.hessen.de,http://www.igs-kalbach-riedberg.de/,Stadt Frankfurt am Main,,,Fr. Dr. Gölitzer,,640.0,24.0,08:20 bis 16:00 Uhr,,Schwerpunkt Sprache und Kommunikation,,,,,Englisch,"Französisch, Spanisch, Weitere Sprachangebote, Latein",,"Englisch, Französisch, Spanisch, Weitere Sprachangebote, Latein",,Schule mit Ganztagsangeboten - Profil 3,"AGs am Nachmittag, Ganztagsangebote, Jugendhilfeangebot",,,Förderverein der IGS Kalbach-Riedberg e.V. Ansprechpartner/in: Vorsitzende des Fördervereins: Frau Cornelia Kinzler,Von der Stadtbücherei aufgebaut und organisiert.,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/josephine-baker-gesamtschule,josephine-baker-gesamtschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Riedberg,146.0,50.1796692,8.6353987,,Uni-Campus Riedberg,829.0,50.1754415,8.6282801,,Riedwiese/Mertonviertel,1023.0,50.1716665,8.642793,,Ginnheim Mitte,4493.0,50.1402029,8.6466334,,Markus-Krankenhaus,4877.0,50.1366419,8.6457914,,Schwabstraße,5088.0,50.1446265,8.682291,,Käthe-Kruse-Straße,203.0,50.1783614,8.6377346,,Riedberg,261.0,50.179075,8.6340512,,Am Bonifatiusbrunnen,479.0,50.1766436,8.6411702,,11,40,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Karl Popper Schule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5. - 10. Klasse,,0None,Frankfurt am Main,Frankfurt am Main,Hessen,Niederrad,50.0788933,8.6234083,,,,,Private Träger,RheinMain Bildung Gmbh,,Marion Boos,Christina Schlimm,150.0,,9:00-14:40 Uhr bzw. 16:20 Uhr (3 oder 4 Unterrichtsblöcke),,,,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,Schule mit Frühbetreuung,"AGs, Ganztagsangebote, Mittagessen",,Jugend forscht Schulpreis,,,Sir Karl Popper,,,G 9 - Sekundarstufe 1,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/karl-popper-schule,karl-popper-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Niederrad,1009.0,50.0807744,8.6372448,,Frankfurt am Main Stadion,1372.0,50.0682137,8.6330468,,Griesheim,2135.0,50.094362,8.6056814,,Bürostadt Niederrad,336.0,50.0780531,8.627926,,Kiesschneise,460.0,50.0765049,8.6181467,,Waldau,958.0,50.0770069,8.6103062,,Bürostadt Niederrad,293.0,50.0781172,8.6273367,,Rhonestraße,331.0,50.0817822,8.6245422,,Goldsteinstraße,607.0,50.0841416,8.6210649,,12,50,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,KGS Niederrad,Kooperative Gesamtschule (KGS),weiterfuehrende-allgemeinbildende-schulen,"Kooperative Gesamtschule (KGS), Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",,Mainfeldstraße 45,60528,Frankfurt am Main,Frankfurt am Main,Hessen,Niederrad,50.0907847,8.6428356,+49 69 212 44744,+49 69 212 42944,Poststelle.KGS-Niederrad@stadt-frankfurt.de,http://kgs-niederrad.de/,Stadt Frankfurt am Main,,,Eva Seifert,,1050.0,,08:30 bis 15:00 Uhr,,,,,Deutsch,,Englisch,"Französisch, Spanisch, Latein, Italienisch","Italienisch, Russisch, Türkisch, Erläuterungen des Sprachangebots","Englisch, Französisch, Spanisch, Latein, Italienisch, Italienisch, Russisch, Türkisch, Erläuterungen des Sprachangebots",,Schule mit Ganztagsangeboten - Profil 3,"Ganztagsangebote, Jugendhilfeangebot, Mittagessen",,,,Von der Stadtbücherei aufgebaut und organisiert.,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/kgs-niederrad,kgs-niederrad,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Niederrad,1182.0,50.0807744,8.6372448,,Frankfurt (Main) Galluswarte,1517.0,50.1043873,8.6444435,,Stresemannallee,2043.0,50.0942383,8.6709594,,Odenwaldstraße,475.0,50.0865247,8.6424438,,Schwarzwaldstraße,514.0,50.0867504,8.6463438,,Frauenhofstraße,608.0,50.0871813,8.6492415,,Im Mainfeld,159.0,50.0901657,8.6408342,,Kelsterbacher Straße,165.0,50.0893519,8.6434278,,Haus 95,438.0,50.0912757,8.6489251,,27,103,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Klingerschule,Berufsschule,weiterfuehrende-allgemeinbildende-schulen,"Berufsschule, Berufliches Gymnasium, Berufsfachschule zum Übergang in Ausbildung – BÜA, Zweijährige Höhere Berufsfachschule",,Hermesweg 10,60316,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1289,8.71214,+49 69 212 33749,+49 69 212 35838,poststelle.klingerschule@stadt-frankfurt.de,https://www.klingerschule.com/,Stadt Frankfurt am Main,,,Annette Grawenhoff,,1000.0,49.0,08:00 bis 16:45 Uhr,,,,,Deutsch,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,,"Gewaltprävention, Mittagessen",,,"""Förderverein der Klingerschule Frankfurt am Main e.V."", Ansprechpartner/in: Herr Schäfer",Schüleraustausch,Friedrich-Maximilian Klinger (1752 - 1831).,"Gesundheit, Wirtschaft, Erziehungswissenschaft","Kaufmann/Kauffrau für Versicherung und Finanzen, Kaufmann/Kauffrau für Gesundheitswesen, Erläuterungen zu den Schulformen",,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/klingerschule,klingerschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,"Berger Straße, Saalburgstraße",383.0,50.1264858,8.7083158,,Am Rötheneck,434.0,50.1327705,8.7113072,,Bornheim Mitte,442.0,50.126098,8.7077502,,Bornheim Mitte,400.0,50.1262381,8.708374,,Ernst-May-Platz,400.0,50.1265548,8.7163931,,Saalburg-/Wittelsbacherallee,463.0,50.1247523,8.7127248,,Weidenbornstraße,324.0,50.131394,8.7097846,,Löwengasse,329.0,50.1283417,8.7166785,,Prüfling,359.0,50.1285489,8.7071272,34; 38; 43,43,104,"34, 38, 43, OF-103, n5",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Konrad-Haenisch-Schule,Grundschule,weiterfuehrende-allgemeinbildende-schulen,"Grundschule, Haupt- und Realschule, Weiterführende allgemeinbildende Schule",1-10,Lauterbacher Straße 2,60386,Frankfurt am Main,Frankfurt am Main,Hessen,Fechenheim,50.1346,8.75218,+49 69 212 45397,+49 69 212 45415,poststelle.konrad-haenisch-schule@stadt-frankfurt.de,http://www.konrad-haenisch-schule.com,Stadt Frankfurt am Main,,,Shahrooz Mahdavi,Holger Schmitt,590.0,29.0,"siehe ""Erläuterung zu der Unterichtszeit""",,Schwerpunkt Sport,,,Bilingual Deutsch/Englisch,Englisch,Englisch,"Französisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch, Bilingual, Englisch",,"Englisch, Englisch, Französisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch, Bilingual, Englisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Mittagessen, Kooperationspartner, Pausenverkauf",,"""Gütesiegel Berufsorientierung OloV""","""Konny"" Freunde und Förderverein der Konrad-Haenisch-Schule, Ansprechpartner/in: Frau Khederzadeh",Schülerzeitung,"Konrad Haenisch (1876 – 1925), Politiker, Reformer, mitverantwortlich für die Einberufung der Reichsschulkonferenz 1920",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/konrad-haenisch-schule,konrad-haenisch-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Kruppstraße,663.0,50.1379284,8.7444682,,Hessen-Center,693.0,50.140506,8.7490937,,Gwinnerstraße,793.0,50.1336289,8.7411615,,Cassellastraße,753.0,50.1294995,8.7591318,,Hugo-Junkers-Straße,788.0,50.1275412,8.7531906,,Hugo-Junkers-Straße/Schleife,950.0,50.1261516,8.7541414,,Langenselbolder Straße,217.0,50.1327223,8.7529958,,Lauterbacher Straße,344.0,50.1323491,8.7488709,,Steinauer Straße,426.0,50.1330033,8.757613,,12,81,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Leibnizschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-9,Gebeschusstraße 24,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1051,8.54184,+49 69 212 45505,+49 69 212 45779,poststelle.leibnizschule@stadt-frankfurt.de,http://www.leibnizschule-ffm.de,Stadt Frankfurt am Main,,,Benjamin Metz,Thilo Buchmaier,820.0,29.0,07:55 bis 16:20 Uhr,,"Prädikat ""Schule mit besonderer musikalischer Förderung"", Schwerpunkt Kunst, Schwerpunkt Mathematik, Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Sport, Schwerpunkt Sprachen",,,Deutsch,,Englisch,"Französisch, Latein","Latein, Spanisch","Englisch, Französisch, Latein, Latein, Spanisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztägig arbeitende Schule, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Schülerzeitung",,"""Schule mit besonderer musikalischer Förderung""","""Verein zur Förderung der Leibnizschule in Frankfurt-Höchst e.V."", Ansprechpartner/in: Frau Begic, Herr Lyazami, Frau Watson",,"Gottfried Wilhelm von Leibniz (1649-1716), Philosoph, Mathematiker, Naturwissenschaftler",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/leibnizschule,leibnizschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Höchst,263.0,50.1027438,8.5420871,,Unterliederbach,1038.0,50.1079758,8.5279993,,Frankfurt-Höchst Farbwerke,1205.0,50.098506,8.5284327,,Zuckschwerdtstraße,798.0,50.103061,8.5525659,,Bolongaropalast,869.0,50.1017019,8.5528179,,Tillystraße,1373.0,50.1014862,8.5602552,,Höchst Bahnhof Nordseite,43.0,50.1047334,8.5420227,,Gerlachstraße,201.0,50.1051408,8.5446594,,Klinikum Höchst,245.0,50.1072909,8.5422128,,23,104,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Lessing-Gymnasium,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-12,Fürstenbergerstraße 166,60322,Frankfurt am Main,Frankfurt am Main,Hessen,Westend,50.1249,8.67222,+49 69 212 35136,+49 69 212 40568,poststelle.lessinggymnasium@stadt-frankfurt.de,http://www.lessing-frankfurt.de,Stadt Frankfurt am Main,,,Herr Andreas Henkel,Frau Kathy Ludwig,837.0,25.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Prädikat ""Schule mit besonderer musikalischer Förderung"", Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Sprachen",,,Deutsch,,Latein,Englisch,"Französisch, Griechisch","Latein, Englisch, Französisch, Griechisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Mittagessen, Pausenverkauf, Schüleraustausch",,"""Schwerpunkt Musik""",,,"Gotthold Ephraim Lessing (1729-1781), Dichter",,,Anzahl der Kurse in der Oberstufe: 101,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/lessing-gymnasium,lessing-gymnasium,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Holzhausenstraße,210.0,50.1265229,8.6737247,,"U-Bahn (50.1219,8.6756)",408.0,50.121929,8.6755721,,"U-Bahn (50.1220,8.6758)",414.0,50.1219906,8.675848,,Hessendenkmal,1387.0,50.1186272,8.6890393,,Friedberger Platz,1396.0,50.1238054,8.691725,,Matthias-Beltz-Platz,1420.0,50.1265694,8.691974,,Lessing-Gymnasium,59.0,50.1249173,8.6730476,,Bremer Platz,89.0,50.1244008,8.671246,,Holzhausenstraße,180.0,50.1265093,8.6724889,,50,126,"36, M36, N7",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
