schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_data_source
,Heinrich-Seliger-Schule,Grundschule,grundschulen,Grundschule,0. Vorschule,Mierendorffstraße 8,60320,Frankfurt am Main,Frankfurt am Main,Hessen,Dornbusch,50.141,8.67439,+49 69 212 35332,+49 69 212 32733,poststelle.heinrich-seliger-schule@stadt-frankfurt.de,http://www.heinrich-seliger-schule.de,Stadt Frankfurt am Main,,,Silke Mühl,Angela Filusch,396.0,19.0,08:00 bis 13:20 Uhr,,,,,Deutsch,Englisch,,,,Englisch,Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Ganztagsangebote, Gewaltprävention, Kooperationspartner, Mittagessen",,"Umweltschule, Internet ABC-Schule, Energiesparschule","""Verein der Freunde und Förderer der Heinrich-Seliger-Schule"", Ansprechpartnerin: Ina Füner-Rentrop",,"Heinrich Seliger (1888-1956), Politiker. Als Stadtverordneter zuständig für den Wiederaufbau des Frankfurter Schulwesens und der Einrichtung des Frankfurter Schullandheims Wegscheide",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/heinrich-seliger-schule,heinrich-seliger-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Marbachweg 364-356,348.0,50.1389427,8.6707032,,Marbachweg 365-331,374.0,50.1386158,8.6706792,,Am Dornbusch 2-14,399.0,50.1386738,8.6701247,,Schwabstraße,693.0,50.1446265,8.682291,,Wasserpark,1686.0,50.1361865,8.6968218,,Friedberger Warte,1711.0,50.1393738,8.69826,,Kaiser-Sigmund-Straße,238.0,50.1406992,8.6776992,,Dornbusch,302.0,50.1390299,8.67148,,Fritz-Tarnow-Straße,436.0,50.142783,8.668943,,23,79,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Hellerhofschule,Grundschule,grundschulen,Grundschule,1-4,Idsteiner Straße 47,60326,Frankfurt am Main,Frankfurt am Main,Hessen,Gallus,50.1052,8.63372,+49 69 212 35301,+49 69 212 35211,poststelle.hellerhofschule@stadt-frankfurt.de,http://hellerhofschule.de,Stadt Frankfurt am Main,,,Ekaterini Pappas,Melike Altun,380.0,23.0,siehe Erläuterung der Unterrichtszeit,,,,,,,,,,,Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Förderung der Deutschkenntnisse, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Mittagessen",,Gesunde Schule,,Die Klassen arbeiten hier in regelmäßigen Abständen. Bücher können ausgeliehen werden. Von der Stadtbücherei aufgebaut und organisiert.,"Benannt nach einem Gutshof, der vor den Stadttoren lag.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/hellerhofschule,hellerhofschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt (Main) Galluswarte,770.0,50.1043873,8.6444435,,Frankfurt am Main Messe,1023.0,50.1119428,8.6434702,,Frankfurt (Main) West,1623.0,50.1194076,8.638936,,Schwalbacher Straße,368.0,50.1022487,8.6360424,,Rebstöcker Straße,515.0,50.1016199,8.6291363,,Gustavsburgplatz,565.0,50.1005462,8.6305489,,Paul-Hindemith-Schule,97.0,50.1057265,8.6347976,,Schneidhainer Straße,270.0,50.1052394,8.6299281,,Schwalbacher Straße,371.0,50.1022152,8.636051,,26,103,,65.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Henri-Dunant-Schule,Grundschule,grundschulen,Grundschule,1-4,Schaumburger Straße 62,65936,Frankfurt am Main,Frankfurt am Main,Hessen,Sossenheim,50.1189,8.5601,+49 69 212 75175,+49 69 212 75684,poststelle.henri-dunant-schule@stadt-frankfurt.de,http://www.henri-dunant-grundschule.de,Stadt Frankfurt am Main,,,Ulrich Grünenwald,Eleonore Schwab,360.0,16.0,08:00 bis 13:15 Uhr,,"Schwerpunkt Kunst, Schwerpunkt Musik",,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Türkisch, KOALA- Koordinierte Alphabetisierung im Anfangsunterricht",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch, KOALA- Koordinierte Alphabetisierung im Anfangsunterricht",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner",,Schuljahr der Nachhaltigkeit,"""Förderverein Henri-Dunant-Schule"", Ansprechpartnerin: Frau Herrmann, Frau Kissel",Öffnungszeiten: Mo. - Fr. 09:00 bis 11:30 Uhr.,"Henri Dunant (1828-1910), Initiator des Roten Kreuzes",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/henri-dunant-schule,henri-dunant-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Sossenheim,639.0,50.1149359,8.5536044,,Nied,2012.0,50.1023216,8.5714188,,Eschborn Süd,2089.0,50.133625,8.5783053,,Zuckschwerdtstraße,1834.0,50.1031171,8.5526441,,Tillystraße,1936.0,50.1014862,8.5602552,,Bolongaropalast,1982.0,50.1017019,8.5528179,,Am Kapellenberg,246.0,50.117213,8.5623244,,Dunantring,298.0,50.1177296,8.5563431,,Sossenheim Bahnhof,437.0,50.1156994,8.5565331,,13,43,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Holzhausenschule,Grundschule,grundschulen,Grundschule,1-4,Miquelallee 162,60323,Frankfurt am Main,Frankfurt am Main,Hessen,Westend,50.1279,8.67244,+49 69 212 35256,+49 69 212 33447,poststelle.holzhausenschule@stadt-frankfurt.de,http://www.holzhausen.frankfurt.schule.hessen.de/,Stadt Frankfurt am Main,,,Josefa Maria Hybner-Kauß,,467.0,24.0,08:00 bis 13:15 bzw. 14:00 Uhr,,"Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Sprachen, Schwerpunkte",,,Bilingual Deutsch/Italienisch,"Englisch, Herkunftssprachlicher Unterricht, Griechisch, Bilingual, Griechisch, Italienisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Griechisch, Bilingual, Griechisch, Italienisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner",,"Zertifikat ""Musikalische Grundschule""","""Förderverein der Holzhausenschule e.V."", info@fv-hhs.de","Öffnungszeiten: Täglich von 08:00 - 13:15 Uhr, Ausleihe: Mittwoch 11:30 - 13:30 Uhr und Freitag 1. und 2. Pause. Von der Stadtbücherei aufgebaut und organisiert.",Benannt nach dem Patriziergeschlecht Holzhausen,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/holzhausenschule,holzhausenschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Holzhausenstraße,143.0,50.1267973,8.6734825,,Eschersheimer Landstraße,377.0,50.1312751,8.6719486,,Miquelallee,395.0,50.131402,8.6714702,,Matthias-Beltz-Platz,1400.0,50.1265694,8.691974,,Friedberger Platz,1448.0,50.1238054,8.691725,,Rothschildallee,1534.0,50.127753,8.6939571,,Holzhausenstraße,150.0,50.1265536,8.6724687,36.0,Bremer Straße,172.0,50.126559,8.6712381,,Max-Horkheimer-Straße,214.0,50.128997,8.6699798,,52,120,36,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Hostatoschule,Grundschule,grundschulen,"Grundschule, Haupt- und Realschule",1-10,Hostatostraße 38,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1009,8.54451,+49 69 212 45553,+49 69 212 45791,poststelle.hostatoschule@stadt-frankfurt.de,http://www.hostatoschule.de,Stadt Frankfurt am Main,,,Marianna Papadopoulou,,488.0,20.0,,,,,,,Englisch,"Englisch, Herkunftssprachlicher Unterricht, Türkisch, Spanisch",,,"Englisch, Englisch, Herkunftssprachlicher Unterricht, Türkisch, Spanisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Mittagessen",,"Musikalische Grundschule, Schuljahr der Nachhaltigkeit, Gütesiegel Berufsorientierung","""Förderverein der Hostatoschule"", Ansprechpartner: Herr Rako, förderverein@hostatoschule.de",Schullandheim,abgeleitet von dem Fränkischen Edelmannn Hostato,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/hostatoschule,hostatoschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt-Höchst,268.0,50.1027438,8.5420871,,Frankfurt-Höchst Farbwerke,1177.0,50.098506,8.5284327,,Unterliederbach,1416.0,50.1079758,8.5279993,,Bolongaropalast,599.0,50.1017019,8.5528179,,Zuckschwerdtstraße,623.0,50.103061,8.5525659,,Tillystraße,1125.0,50.1014862,8.5602552,,Höchster Markt,102.0,50.1003051,8.5455955,,Hostatostraße,209.0,50.1020393,8.5468365,,Höchst Bahnhof,223.0,50.1019652,8.5418656,,31,69,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,I. E.Lichtigfeld-Schule (Grundschule),Grundschule,grundschulen,"Grundschule, Gymnasium",1-4,Westendstraße 45-47,60325,Frankfurt am Main,Frankfurt am Main,Hessen,Westend,50.1139445,8.6608735,+49 69 768036550,,lichtigfeld-schule@jg-ffm.de,http://www.lichtigfeld-schule.de,Private Träger,Jüdische Gemeinde Frankfurt am Main K.d.ö.R.,Staatlich anerkannte Ersatzschule,Dr. Noga Hartmann,Stefanie Klein,670.0,39.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,Deutsch,"Englisch, Neu-Hebräisch",Englisch,"Französisch, Latein","Spanisch, Weitere Sprachangebote, Russisch, Französisch","Englisch, Neu-Hebräisch, Englisch, Französisch, Latein, Spanisch, Weitere Sprachangebote, Russisch, Französisch",Ganztagsangebote,,"Förderung besonderer Begabung, Ganztägig arbeitende Schule, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner",,"Musikalische Grundschule, Internet-ABC-Schule","""Förderverein Lichtigfeld-Schule e.V."", Ansprechpartner/in: Herr Schnabel",,Die Schule wurde nach dem Landesrabbiner Isaak Emil Lichtigfeld anlässlich seines ersten Todestages am 13.12.1968 benannt.,,,Gymnasium = G-8,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/isaak-emil-lichtigfeld-schule,isaak-emil-lichtigfeld-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Beethovenstraße,375.0,50.1115089,8.6572459,,Schumannstraße,436.0,50.1128221,8.6550082,,Festhalle/Messe,438.0,50.1117146,8.6558163,,Hohenstaufenstraße,416.0,50.1109059,8.6574625,,Festhalle/Messe,495.0,50.1121827,8.654498,,Platz der Republik,519.0,50.1092791,8.6610064,,Bettinaplatz,288.0,50.1139756,8.6568336,,Kettenhofweg,309.0,50.1161755,8.6582852,,Hohenstaufenstraße,388.0,50.1109718,8.6580138,,33,187,"64, M36, N7, N8",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,ibms International Bilingual Montessori School,Grundschule,grundschulen,Grundschule,1-4,Senckenberganlage 20-22,60325,Frankfurt am Main,Frankfurt am Main,Hessen,Westend,50.115,8.65987,+49 69 745646,,office@ibms-frankfurt.com,https://www.ibms-frankfurt.com/,Private Träger,International Bilingual Montessori School e.V.,Staatlich anerkannte Ersatzschule (Grundschule),Sonja Hauk,,175.0,7.0,08:00 bis 16:00 Uhr,,Schwerpunkt Sprachen,,,Bilingual Deutsch/Englisch,"Englisch, Herkunftssprachlicher Unterricht, Deutsch, Englisch, Bilingual, Englisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Deutsch, Englisch, Bilingual, Englisch",Ganztagsangebote,,Mittagessen,,,"""Freunde und Förderer der IBMS e.V.""",Ganztagsangebote,"Maria Montessori (1870-1952), Italienische Pädagogin aus der Tradition der Reformpädagogik",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/international-bilingual-montessori-school,international-bilingual-montessori-school,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Westend,402.0,50.118164,8.6625889,,Feuerbachstraße,406.0,50.1179803,8.6631555,,"U-Bahn (50.1184,8.6621)",412.0,50.1184094,8.6621485,,Hohenstaufenstraße,487.0,50.1109059,8.6574625,,Festhalle/Messe,495.0,50.1121827,8.654498,,Platz der Republik,641.0,50.1092791,8.6610064,,Kettenhofweg,173.0,50.1161755,8.6582852,,Bettinaplatz,245.0,50.1139756,8.6568336,,Schubertstraße,388.0,50.1184818,8.6595726,,34,180,"64, M36, N7",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,IGS Eschersheim (Grundschule),Grundschule,grundschulen,"Grundschule, Integrierte Gesamtschule (IGS)",1-10,Zehnmorgenstraße 20,60433,Frankfurt am Main,Frankfurt am Main,Hessen,Eschersheim,50.1593054,8.6596324,+49 69 212 38751,+49 69 212 32343,poststelle.igs-eschersheim@stadt-frankfurt.de,http://www.igs-eschersheim.de,Stadt Frankfurt am Main,,,Martin Ostmann,,700.0,34.0,07:50 bis 17:00 Uhr,,,,,Deutsch,"Englisch, Französisch",Englisch,"Französisch, Herkunftssprachlicher Unterricht, Türkisch",,"Englisch, Französisch, Englisch, Französisch, Herkunftssprachlicher Unterricht, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Pausenverkauf",,Umweltschule,"""Förderkreis der IGS Eschersheim""",Schüleraustausch,Die Schule ist im Stadtteil Eschersheim gelegen.,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/igs-eschersheim,igs-eschersheim,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Weißer Stein,375.0,50.1564973,8.6567156,,Frankfurt-Eschersheim,408.0,50.1575014,8.6546528,,Heddernheim,630.0,50.1604473,8.6509722,,Schwabstraße,2296.0,50.1446265,8.682291,,Ginnheim Mitte,2317.0,50.1402029,8.6466334,,Markus-Krankenhaus,2706.0,50.1366419,8.6457914,,Anne-Frank-Siedlung,105.0,50.1602454,8.6594879,,Im Wörth,126.0,50.1581856,8.6598905,,Zehnmorgenstraße,213.0,50.1590622,8.6566616,,37,88,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,IKS - Interkulturelle Schule Rhein Main (Grundschule),Grundschule,grundschulen,Grundschule,,Kaiserkronenweg 1,60433,Frankfurt am Main,Frankfurt am Main,Hessen,Preungesheim,50.1094,8.66743,+49 69 27997180,+49 69 27997182,info@iks-schule.de,http://www.iks-rhein-main.de,Private Träger,EAE European Academy of Economics gGmbH,Staalich anerkannte Ersatzschule,Dr. I. Özkan,,199.0,,,,,,,Deutsch,Englisch,,,,Englisch,Ganztagsangebote,Schule mit Frühbetreuung,"Ganztagsangebote, Mittagessen",,,,,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/iks---interkulturelle-grundschule,iks---interkulturelle-grundschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,"U-Bahn (50.1076,8.6654)",246.0,50.1076328,8.6653627,,Taunusstraße,253.0,50.1082408,8.6643725,,"U-Bahn (50.1078,8.6647)",264.0,50.1078204,8.664657,,Weserstraße/Münchener Straße,252.0,50.1078732,8.6700377,,Hauptbahnhof,270.0,50.1079413,8.6643974,,Hauptbahnhof/Münchener Straße,274.0,50.1069978,8.6665854,,Weserstraße,112.0,50.109906,8.66878,,Weserstraße/Münchener Straße,250.0,50.1078855,8.6700292,,Hauptbahnhof,252.0,50.1078491,8.6648543,,62,208,"64, N7, N8",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,ISF International School Frankfurt-Rhein-Main (Grundschule),Grundschule,grundschulen,"Grundschule, Gymnasium",1-4,Straße zur Internationalen Schule 33,65931,Frankfurt am Main,Frankfurt am Main,Hessen,Sindlingen,50.0864256,8.5038339,+49 69 3482970,+49 69 34829720,info@isf-sabis.net,https://www.isf.sabis.net/,Private Träger,ISF Internationale School Frankfurt-Rhein-Main Verwaltungs-GmbH & Co. KG,Staatlich anerkannte Ergänzungsschule,Denise Sinclair,,900.0,38.0,"siehe ""Erläuterungen zu der Unterrichtszeit""",,"Schwerpunkt Mathematik, Schwerpunkt Naturwissenschaften, Schwerpunkt Sprachen",,,Bilingual Deutsch/Englisch,Englisch,"Deutsch, Englisch",,"Französisch, Spanisch, Herkunftssprachlicher Unterricht, Japanisch, Koreanisch, Bilingual, Englisch","Englisch, Deutsch, Englisch, Französisch, Spanisch, Herkunftssprachlicher Unterricht, Japanisch, Koreanisch, Bilingual, Englisch",Ganztagsangebote,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Ganztagsangebote, Mittagessen",,,,,,,,Internationale allgemeinbildende Ergänzungsschule mit Englisch als Grundsprache.,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/isf-international-school-frankfurt-rhein-main,isf-international-school-frankfurt-rhein-main,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt-Zeilsheim,473.0,50.0902826,8.5066433,,Frankfurt am Main Sindlingen,617.0,50.0875382,8.5123032,,Frankfurt-Höchst Farbwerke,2210.0,50.098506,8.5284327,,Bolongaropalast,3885.0,50.1017019,8.5528179,,Zuckschwerdtstraße,3938.0,50.103061,8.5525659,,Tillystraße,4358.0,50.1014311,8.5602646,,Zeilsheim Bahnhof,497.0,50.0903494,8.5071628,,Sindlingen Bahnhof,575.0,50.087943,8.5115393,,Annabergstraße,637.0,50.0920824,8.5024198,,2,36,,30.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Japanische Internationale Schule Frankfurt (Grundschule),Grundschule,grundschulen,"Grundschule, Gymnasium, Realschule",1-9,Langweidenstraße 8-12,60488,Frankfurt am Main,Frankfurt am Main,Hessen,Hausen,50.1316062,8.6305346,+49 69 97671190,+49 69 976711955,info@jisf.de,http://www.jisf.de,Private Träger,Japanische Internationale Schule Frankfurt e.V.,Staatlich anerkannte Ergänzungsschule,wechselt alle drei Jahre,,227.0,10.0,08:30 bis 15:00 Uhr,,"Internationale Ausrichtung, Schüleraustausch / Schulpartnerschaft",,,Japanisch,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Japanisch",,"Deutsch, Englisch, Herkunftssprachlicher Unterricht, Japanisch",Ganztagsangebote,Schule mit Konzept: Offene Frankfurter Ganztagsschule,"AGs am Nachmittag, Ganztägig arbeitende Schule",,,"""Förderverein c/o Japanische Internationale Schule"", Ansprechpartner/in: Dr. Hiroto Oka",Schüleraustausch,,,,"Die Schule wurde mit dem Ziel gegründet, in und um Frankfurt am Main lebenden Kindern sowohl japanischer als auch anderer Nationalität eine Grund- und Mittelschulausbildung in japanischer Sprache zu geben. Gleichzeitig wird Deutschunterricht erteilt, um die Kinder zu befähigen, in der deutschen Gesellschaft und Kultur zu leben.",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/japanische-internationale-schule-frankfurt,japanische-internationale-schule-frankfurt,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Große Nelkenstraße,222.0,50.1330284,8.6283519,,Industriehof,339.0,50.1285885,8.6298175,,Fischstein,454.0,50.1293756,8.6251947,,Frauenfriedenskirche,1175.0,50.1288186,8.646436,,Markus-Krankenhaus,1221.0,50.1366388,8.6457564,,Juliusstraße,1348.0,50.1256411,8.6469957,,Große Nelkenstraße,190.0,50.1326501,8.6284228,,Industriehof,248.0,50.1294779,8.6295039,,Fischstein,476.0,50.1294077,8.6248093,,14,49,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Judith-Kerr-Schule,Grundschule,grundschulen,Grundschule,1-4,,0None,Frankfurt am Main,Frankfurt am Main,Hessen,Kalbach-Riedberg,50.1757883,8.6164185,+49 69 212 45432,+49 69 212 41415,poststelle.judith-kerr-schule@stadt-frankfurt.de,https://www.judithkerrschule.de/,Stadt Frankfurt am Main,,,Amrei Quandel,Johanna Eckhardt,200.0,10.0,08:30 bis 14:35 Uhr,,Flexibler Schulanfang,,,Deutsch,Englisch,,,,Englisch,,Schule mit Frühbetreuung,"Ganztagsangebote, Mittagessen",,,Freundeskreis der Judith-Kerr-Schule e.V.,"Von der Stadtbücherei aufgebaut und organisiert. Ausleihe durch die Eltern; Teilnahme an der ""Kalbacher Klapperschlange"".","Judith Kerr (1923-2019), Schriftstellerin",,,"Die Judith-Kerr-Schule ist eine Schule im Flexiblen Schulanfang („Flex“). Dabei sind die Jahrgangsstufen 1 und 2 zu einer pädagogischen Einheit zusammengefasst, der sogenannten „Flexklasse“. In den Flexklassen unterrichten Lehrerinnen und Lehrer stundenweise gemeinsam mit Sozialpädagoginnen und Sozialpädagogen. Dies ermöglicht eine noch lerngruppenspezifischere und individuellere Förderung des einzelnen Kindes. Die Schülerinnen und Schüler haben die Möglichkeit, entsprechend ihrem jeweiligen Lern- und Leistungsvermögen die zusammengefassten Jahrgangsstufen 1 und 2 in einem, in zwei oder in drei Schuljahren zu durchlaufen.",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/judith-kerr-schule,judith-kerr-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Uni-Campus Riedberg,846.0,50.1754415,8.6282801,,Niederursel,859.0,50.1692038,8.6227387,,Wiesenau,1374.0,50.1668742,8.6297836,,Ginnheim Mitte,4504.0,50.1402029,8.6466334,,Markus-Krankenhaus,4829.0,50.1366388,8.6457564,,Frauenfriedenskirche,5644.0,50.1288186,8.646436,,Hans-Poelzig-Straße,64.0,50.1762456,8.6169614,,Ernst-Balser-Straße,212.0,50.17768,8.616834,,Lucy-Hillebrand-Straße,529.0,50.174673,8.6236416,,4,19,,40.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
